比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2018总决赛G3：勇士110-102骑士,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G3,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2018年06月6日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：克里夫兰骑士/客队：金州勇士,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Marc Davis, John Goble, Zach Zarba",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：奎因-库克,达米安-琼斯",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：肯德里克-帕金斯,奥卡罗-怀特",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
勇士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
凯文-杜兰特,43:15,15,23,.652,6,9,.667,7,7,1.0,1,12,13,7,1,1,3,3,43,+15
克莱-汤普森,40:35,4,11,.364,2,5,.400,0,0,0,0,4,4,2,1,1,0,3,10,+14
德雷蒙德-格林,40:22,4,8,.500,0,2,.0,2,2,1.0,0,2,2,9,2,0,2,4,10,-2
斯蒂芬-库里,39:15,3,16,.188,1,10,.100,4,4,1.0,0,5,5,6,1,0,2,3,11,0
贾维尔-麦基,14:29,5,7,.714,0,0,0,0,0,0,2,1,3,0,0,2,1,1,10,+3
安德烈-伊格达拉,21:53,3,4,.750,0,0,0,2,2,1.0,0,2,2,1,1,0,1,3,8,+14
肖恩-利文斯顿,17:23,4,5,.800,0,0,0,0,0,0,0,0,0,2,0,0,0,3,8,+3
乔丹-贝尔,11:58,4,5,.800,0,0,0,2,4,.500,2,4,6,0,0,1,0,0,10,0
大卫-韦斯特,5:04,0,2,.0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,-3
尼克-杨,4:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
帕特里克-麦考,0:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+1
凯文-卢尼,0:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
扎扎-帕楚里亚,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
骑士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
勒布朗-詹姆斯,46:52,13,28,.464,1,6,.167,6,7,.857,3,7,10,11,2,2,4,2,33,-8
特里斯坦-汤普森,33:46,4,8,.500,0,0,0,0,1,.0,1,6,7,0,0,1,0,2,8,-2
J.兰迪-史密斯,33:08,5,14,.357,3,10,.300,0,0,0,1,3,4,0,3,0,0,4,13,-4
凯文-乐福,31:12,6,13,.462,3,7,.429,5,5,1.0,5,8,13,3,1,0,2,2,20,-1
乔治-希尔,27:17,2,6,.333,1,2,.500,0,0,0,1,1,2,4,0,0,4,3,5,-2
罗德尼-胡德,25:38,7,11,.636,0,1,.0,1,2,.500,2,4,6,0,0,1,0,2,15,-12
杰夫-格林,18:00,1,4,.250,1,3,.333,0,0,0,0,0,0,1,0,0,1,1,3,-7
小拉里-南斯.,13:20,2,4,.500,0,0,0,1,2,.500,2,1,3,1,0,0,1,1,5,-4
凯尔-科沃尔,10:47,0,4,.0,0,2,.0,0,0,0,0,2,2,0,0,0,1,1,0,0
何塞-卡尔德隆,未上场,,,,,,,,,,,,,,,,,,,
乔丹-克拉克森,未上场,,,,,,,,,,,,,,,,,,,
切迪-奥斯曼,未上场,,,,,,,,,,,,,,,,,,,
安特-日日奇,未上场,,,,,,,,,,,,,,,,,,,
