比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2022总决赛G1：凯尔特人120-108勇士,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G1,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2022年06月2日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：金州勇士/客队：波士顿凯尔特人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Marc Davis, John Goble, James Williams",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：卢克-科内特,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：詹姆斯-怀斯曼,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
凯尔特人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
杰森-塔图姆,41:35,3,17,.176,1,5,.200,5,7,.714,0,5,5,13,1,0,2,2,12,+16
杰伦-布朗,38:00,10,23,.435,2,8,.250,2,2,1.0,2,5,7,5,2,1,4,1,24,+22
艾尔-霍福德,32:42,9,12,.750,6,8,.750,2,3,.667,1,5,6,3,1,0,2,2,26,+9
马库斯-斯马特,29:55,7,11,.636,4,7,.571,0,0,0,1,4,5,4,2,0,0,1,18,-1
罗伯特-威廉姆斯,24:11,4,4,1.0,0,0,0,0,0,0,2,4,6,0,1,4,2,1,8,-1
德里克-怀特,31:49,6,11,.545,5,8,.625,4,4,1.0,0,1,1,3,0,0,2,3,21,+25
格兰特-威廉姆斯,16:17,0,2,.0,0,1,.0,0,0,0,0,3,3,3,0,0,0,1,0,-6
佩顿-普里查德,15:32,3,4,.750,2,3,.667,0,0,0,1,5,6,2,0,0,0,1,8,+14
丹尼尔-泰斯,5:59,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,1,0,1,3,-3
马利克-菲茨,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
萨姆-豪瑟,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
朱万-摩根,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
阿龙-内史密斯,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
尼克-斯陶斯卡斯,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
,,,,,,,,,,,,,,,,,,,,
勇士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
克莱-汤普森,38:57,6,14,.429,3,7,.429,0,0,0,1,1,2,3,0,0,0,0,15,-9
斯蒂芬-库里,38:17,12,25,.480,7,14,.500,3,4,.750,0,5,5,5,3,0,2,3,34,-9
德雷蒙德-格林,38:02,2,12,.167,0,4,.0,0,3,.0,3,8,11,5,2,0,3,6,4,-1
安德鲁-威金斯,34:55,8,15,.533,2,7,.286,2,2,1.0,1,4,5,0,1,3,1,3,20,-11
凯文-卢尼,25:16,1,4,.250,0,0,0,2,2,1.0,6,3,9,5,0,3,2,0,4,-2
乔丹-普尔,25:01,2,7,.286,1,5,.200,4,4,1.0,0,2,2,2,0,0,4,1,9,-19
奥托-波特.,23:31,4,5,.800,4,5,.800,0,0,0,0,4,4,0,2,0,1,0,12,-18
安德烈-伊格达拉,12:01,3,4,.750,1,1,1.0,0,0,0,0,0,0,3,0,0,1,3,7,-6
内马尼亚-别利察,0:48,1,1,1.0,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,3,+3
乔纳森-库明加,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+3
达米恩-李,0:48,0,1,.0,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,+3
摩西-穆迪,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+3
托斯卡诺-安德森,0:48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+3
小加里-佩顿,未上场,,,,,,,,,,,,,,,,,,,
