比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,1996总决赛G3：公牛108-86超音速,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G3,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：1996年06月9日 June 9,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：超音速/客队：芝加哥公牛,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dick Bavetta, Hugh Evans, Steve Javie",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
公牛全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
迈克尔-乔丹,41:00,11,23,.478,3,4,.750,11,11,1.0,2,1,3,5,2,0,3,1,36,
斯科蒂-皮蓬,40:00,5,14,.357,1,4,.250,1,3,.333,2,6,8,9,3,0,0,3,12,
托尼-库科奇,37:00,4,11,.364,1,3,.333,5,5,1.0,1,6,7,7,1,0,0,3,14,
丹尼斯-罗德曼,31:00,1,3,.333,0,0,0,3,6,.500,3,7,10,2,1,0,2,5,5,
卢克-朗利,28:00,8,13,.615,0,0,0,3,4,.750,2,1,3,2,0,2,2,5,19,
史蒂夫-科尔,25:00,3,4,.750,1,2,.500,1,1,1.0,0,2,2,2,1,0,1,2,8,
比尔-温宁顿,15:00,3,4,.750,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,
兰迪-布朗,10:00,2,2,1.0,1,1,1.0,1,2,.500,0,0,0,0,0,0,1,3,6,
尤德-比希勒,8:00,1,2,.500,0,1,.0,0,2,.0,0,0,0,0,1,0,0,1,2,
约翰-萨利,4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
罗恩-哈珀,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,
超音速全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
加里-佩顿,45:00,7,15,.467,0,3,.0,5,6,.833,2,5,7,9,2,0,3,2,19,
肖恩-坎普,42:00,4,7,.571,0,0,0,6,6,1.0,1,3,4,0,0,4,5,5,14,
德特勒夫-施伦普夫,41:00,7,15,.467,1,5,.200,5,6,.833,1,4,5,3,0,0,3,3,20,
赫塞-霍金斯,40:00,2,6,.333,1,3,.333,7,7,1.0,0,1,1,2,1,0,2,4,12,
埃尔文-约翰逊,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
萨姆-帕金斯,27:00,2,4,.500,0,1,.0,5,6,.833,1,5,6,0,0,0,1,2,9,
弗兰克-布里克考斯基,14:00,2,4,.500,1,2,.500,0,0,0,2,5,7,0,0,0,2,5,5,
大卫-温盖特,12:00,2,5,.400,1,1,1.0,0,0,0,0,0,0,0,0,0,1,3,5,
文森特-艾斯丘,10:00,1,3,.333,0,1,.0,0,0,0,0,0,0,0,0,0,3,3,2,
史蒂夫-谢夫勒,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
埃里克-斯诺,3:00,0,1,.0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,
