比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2020总决赛G2：热火114-124湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G2,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2020年10月2日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：迈阿密热火,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：James Capers Jr., David Guthrie, Eric Lewis",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：凯尔-亚历山大,Goran Dragić,KZ-奥克帕拉,盖布-文森特",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：科斯塔斯-阿德托昆博,德文塔-卡科克,奎因-库克,迪昂-维特斯",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
吉米-巴特勒,44:44,7,17,.412,0,1,.0,11,12,.917,3,5,8,13,1,0,3,2,25,-3
泰勒-希罗,42:50,5,12,.417,1,3,.333,6,6,1.0,0,7,7,3,0,0,2,3,17,-1
杰-克劳德,28:27,5,6,.833,2,3,.667,0,0,0,0,7,7,2,0,0,0,2,12,-14
邓肯-罗宾逊,21:57,2,7,.286,2,7,.286,3,3,1.0,0,0,0,4,1,0,0,4,9,-21
迈耶斯-伦纳德,9:11,2,3,.667,1,1,1.0,2,2,1.0,0,0,0,1,0,0,0,1,7,-8
凯利-奥利尼克,37:00,9,16,.563,3,7,.429,3,5,.600,1,8,9,2,0,0,2,5,24,-3
肯德里克-纳恩,29:12,3,7,.429,1,4,.250,6,6,1.0,1,3,4,3,0,1,2,4,13,0
安德烈-伊格达拉,25:38,3,3,1.0,1,1,1.0,0,0,0,1,1,2,1,0,0,0,2,7,+1
所罗门-希尔,0:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
小德里克-琼斯.,0:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巴姆-阿德巴约,未上场,,,,,,,,,,,,,,,,,,,
犹多尼斯-哈斯勒姆,未上场,,,,,,,,,,,,,,,,,,,
克里斯-席尔瓦,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
安东尼-戴维斯,39:33,15,20,.750,1,1,1.0,1,1,1.0,8,6,14,1,1,0,3,4,32,+10
勒布朗-詹姆斯,39:09,14,25,.560,3,8,.375,2,5,.400,2,7,9,9,1,1,0,2,33,+7
卡德维尔-波普,31:51,4,14,.286,2,11,.182,1,1,1.0,1,3,4,4,1,0,0,2,11,+14
丹尼-格林,22:07,1,8,.125,1,8,.125,0,0,0,1,1,2,2,2,0,0,1,3,+4
德怀特-霍华德,17:11,3,3,1.0,0,0,0,0,3,.0,0,2,2,1,0,2,0,4,6,+5
拉简-隆多,26:00,5,9,.556,3,4,.750,3,4,.750,0,4,4,10,0,0,1,3,16,+7
亚历克斯-卡鲁索,23:14,2,5,.400,2,4,.500,0,0,0,2,0,2,2,1,0,2,4,6,-5
凯尔-库兹马,21:40,3,8,.375,2,6,.333,3,3,1.0,1,1,2,1,0,0,3,1,11,+5
马基夫-莫里斯,15:54,2,5,.400,2,5,.400,0,0,0,1,4,5,2,0,0,0,3,6,+3
J.兰迪-史密斯,3:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
贾里德-杜德利,未上场,,,,,,,,,,,,,,,,,,,
塔伦-霍顿-塔克,未上场,,,,,,,,,,,,,,,,,,,
贾维尔-麦基,未上场,,,,,,,,,,,,,,,,,,,
