比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2020总决赛G3：湖人104-115热火,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G3,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2020年10月4日 7:30,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：迈阿密热火/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Tony Brothers, Scott Foster, Pat Fraher",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：科斯塔斯-阿德托昆博,德文塔-卡科克,奎因-库克,迪昂-维特斯",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：凯尔-亚历山大,Goran Dragić,KZ-奥克帕拉,盖布-文森特",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
勒布朗-詹姆斯,39:13,9,16,.563,1,5,.200,6,9,.667,1,9,10,8,0,2,8,2,25,-4
安东尼-戴维斯,32:58,6,9,.667,1,2,.500,2,2,1.0,2,3,5,3,2,0,5,4,15,-26
卡德维尔-波普,29:10,1,5,.200,1,3,.333,2,4,.500,0,3,3,1,1,0,0,4,5,-26
丹尼-格林,16:40,0,6,.0,0,4,.0,2,2,1.0,0,3,3,1,0,0,1,3,2,-15
德怀特-霍华德,14:32,2,2,1.0,0,0,0,0,0,0,2,1,3,1,1,0,1,2,4,-15
拉简-隆多,27:58,2,8,.250,0,3,.0,0,0,0,2,6,8,5,2,0,2,3,4,+6
亚历克斯-卡鲁索,26:05,1,4,.250,1,3,.333,5,6,.833,1,0,1,2,1,0,0,0,8,+8
马基夫-莫里斯,25:01,6,13,.462,5,11,.455,2,3,.667,1,5,6,2,0,0,1,1,19,+10
凯尔-库兹马,22:55,6,13,.462,4,8,.500,3,3,1.0,2,1,3,0,0,0,1,3,19,+6
J.兰迪-史密斯,5:28,1,3,.333,1,3,.333,0,0,0,0,1,1,0,1,0,0,0,3,+1
贾里德-杜德利,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
塔伦-霍顿-塔克,未上场,,,,,,,,,,,,,,,,,,,
贾维尔-麦基,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
吉米-巴特勒,44:51,14,20,.700,0,0,0,12,14,.857,1,10,11,13,2,2,5,0,40,+20
邓肯-罗宾逊,39:18,4,12,.333,3,10,.300,2,2,1.0,0,5,5,3,2,1,0,4,13,+27
泰勒-希罗,36:28,6,18,.333,2,7,.286,3,3,1.0,0,3,3,2,1,0,1,1,17,+1
杰-克劳德,33:55,5,12,.417,2,8,.250,0,0,0,1,7,8,1,0,0,1,4,12,+21
迈耶斯-伦纳德,12:43,3,3,1.0,1,1,1.0,0,0,0,0,1,1,0,1,0,0,2,7,+13
凯利-奥利尼克,31:21,5,9,.556,3,5,.600,4,4,1.0,0,7,7,1,2,0,0,4,17,-1
肯德里克-纳恩,19:57,2,3,.667,0,1,.0,0,0,0,0,1,1,2,0,0,4,5,4,-6
安德烈-伊格达拉,16:56,1,2,.500,0,1,.0,0,0,0,1,0,1,3,0,0,1,2,2,-13
所罗门-希尔,3:53,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,1,3,-5
小德里克-琼斯.,0:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
巴姆-阿德巴约,未上场,,,,,,,,,,,,,,,,,,,
犹多尼斯-哈斯勒姆,未上场,,,,,,,,,,,,,,,,,,,
克里斯-席尔瓦,未上场,,,,,,,,,,,,,,,,,,,
