比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2020总决赛G6：湖人106-93热火,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G6,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2020年10月11日 7:30,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：迈阿密热火/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Tony Brothers, James Capers Jr., David Guthrie",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：科斯塔斯-阿德托昆博,德文塔-卡科克,塔伦-霍顿-塔克,贾维尔-麦基,J.兰迪-史密斯,迪昂-维特斯",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：凯尔-亚历山大,犹多尼斯-哈斯勒姆,迈耶斯-伦纳德,KZ-奥克帕拉,克里斯-席尔瓦,盖布-文森特",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
勒布朗-詹姆斯,41:13,13,20,.650,1,5,.200,1,4,.250,3,11,14,10,1,0,1,3,28,+18
安东尼-戴维斯,35:06,7,17,.412,0,3,.0,5,7,.714,4,11,15,3,1,2,3,4,19,+18
卡德维尔-波普,33:26,6,13,.462,2,7,.286,3,3,1.0,1,1,2,0,1,0,2,5,17,+8
亚历克斯-卡鲁索,32:42,2,7,.286,0,2,.0,0,0,0,1,2,3,5,1,1,1,2,4,+20
丹尼-格林,24:34,4,10,.400,3,7,.429,0,0,0,2,3,5,1,0,1,0,2,11,+5
拉简-隆多,30:25,8,11,.727,3,4,.750,0,0,0,0,4,4,4,1,0,4,1,19,+5
凯尔-库兹马,21:56,1,4,.250,0,2,.0,0,0,0,0,1,1,0,0,0,1,3,2,+2
马基夫-莫里斯,16:38,1,4,.250,1,2,.500,0,0,0,1,1,2,0,0,0,0,2,3,+1
奎因-库克,1:27,0,1,.0,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,-4
贾里德-杜德利,1:27,0,1,.0,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,-4
德怀特-霍华德,1:06,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,-4
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
吉米-巴特勒,44:32,5,10,.500,1,2,.500,1,3,.333,3,4,7,8,0,1,2,3,12,-18
巴姆-阿德巴约,42:13,10,15,.667,0,0,0,5,9,.556,1,9,10,5,0,2,2,2,25,-21
邓肯-罗宾逊,34:11,3,8,.375,3,7,.429,1,1,1.0,0,1,1,3,0,0,2,3,10,-16
泰勒-希罗,30:22,3,10,.300,1,2,.500,0,0,0,0,3,3,4,1,0,4,1,7,+4
杰-克劳德,27:40,3,9,.333,1,5,.200,5,7,.714,1,3,4,1,1,0,0,4,12,-13
戈兰-德拉季奇,18:56,2,8,.250,0,4,.0,1,2,.500,1,4,5,2,1,0,1,3,5,+2
凯利-奥利尼克,14:52,4,7,.571,1,1,1.0,0,0,0,3,4,7,0,0,1,0,1,9,+19
肯德里克-纳恩,12:45,3,8,.375,2,4,.500,0,0,0,0,3,3,1,0,0,2,0,8,-13
安德烈-伊格达拉,10:33,0,2,.0,0,2,.0,0,0,0,0,1,1,0,0,0,0,1,0,-20
所罗门-希尔,2:29,2,2,1.0,1,1,1.0,0,0,0,0,0,0,1,1,0,0,0,5,+7
小德里克-琼斯.,1:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+4
