比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2020总决赛G4：湖人102-96热火,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G4,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2020年10月6日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：迈阿密热火/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：托尼-布朗, John Goble, Zach Zarba",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：科斯塔斯-阿德托昆博,德文塔-卡科克,奎因-库克,迪昂-维特斯",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：凯尔-亚历山大,Goran Dragić,KZ-奥克帕拉,盖布-文森特",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
安东尼-戴维斯,41:31,8,16,.500,2,4,.500,4,4,1.0,0,9,9,4,1,4,2,2,22,+17
勒布朗-詹姆斯,38:38,8,16,.500,2,5,.400,10,12,.833,2,10,12,8,1,0,6,2,28,-2
卡德维尔-波普,31:37,6,12,.500,3,8,.375,0,0,0,1,2,3,5,0,0,1,2,15,+8
丹尼-格林,20:50,4,8,.500,2,6,.333,0,0,0,1,1,2,1,2,0,1,1,10,+5
德怀特-霍华德,7:49,0,1,.0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,0,+3
马基夫-莫里斯,30:02,2,8,.250,2,7,.286,3,3,1.0,1,2,3,2,0,0,0,2,9,0
拉简-隆多,28:14,1,7,.143,0,2,.0,0,0,0,2,5,7,5,1,0,1,2,2,+8
亚历克斯-卡鲁索,22:19,3,5,.600,1,2,.500,0,0,0,2,0,2,0,0,0,1,0,7,-5
凯尔-库兹马,19:00,3,6,.500,2,5,.400,1,2,.500,0,2,2,0,0,0,1,2,9,-4
贾里德-杜德利,未上场,,,,,,,,,,,,,,,,,,,
塔伦-霍顿-塔克,未上场,,,,,,,,,,,,,,,,,,,
贾维尔-麦基,未上场,,,,,,,,,,,,,,,,,,,
J.兰迪-史密斯,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
吉米-巴特勒,43:26,8,17,.471,0,3,.0,6,7,.857,3,7,10,9,3,1,3,1,22,-11
泰勒-希罗,37:19,8,18,.444,3,7,.429,2,4,.500,1,6,7,3,1,0,3,0,21,-13
杰-克劳德,34:38,2,7,.286,2,7,.286,2,2,1.0,1,6,7,2,1,1,0,4,8,+2
巴姆-阿德巴约,33:22,6,8,.750,0,0,0,3,5,.600,2,5,7,1,1,0,3,4,15,+3
邓肯-罗宾逊,32:43,4,7,.571,3,6,.500,6,6,1.0,0,1,1,3,1,1,1,5,17,+5
肯德里克-纳恩,25:58,2,11,.182,2,6,.333,0,0,0,0,4,4,0,0,0,0,1,6,-4
安德烈-伊格达拉,20:09,1,3,.333,1,1,1.0,0,0,0,0,1,1,0,1,0,0,3,3,-5
凯利-奥利尼克,12:25,1,4,.250,0,2,.0,2,2,1.0,0,2,2,0,0,0,1,3,4,-7
犹多尼斯-哈斯勒姆,未上场,,,,,,,,,,,,,,,,,,,
所罗门-希尔,未上场,,,,,,,,,,,,,,,,,,,
小德里克-琼斯.,未上场,,,,,,,,,,,,,,,,,,,
迈耶斯-伦纳德,未上场,,,,,,,,,,,,,,,,,,,
克里斯-席尔瓦,未上场,,,,,,,,,,,,,,,,,,,
