比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2020总决赛G1：热火98-116湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G1,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2020年09月30日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：迈阿密热火,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Marc Davis, Kane Fitzgerald, Josh Tiven",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：凯尔-亚历山大,KZ-奥克帕拉,克里斯-席尔瓦,盖布-文森特",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：科斯塔斯-阿德托昆博,德文塔-卡科克,塔伦-霍顿-塔克,迪昂-维特斯",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
吉米-巴特勒,33:25,8,13,.615,2,4,.500,5,5,1.0,0,2,2,5,2,0,2,0,23,-14
邓肯-罗宾逊,27:03,0,3,.0,0,3,.0,0,0,0,0,4,4,0,0,0,0,2,0,-8
杰-克劳德,24:30,4,8,.500,4,7,.571,0,0,0,0,2,2,0,0,2,0,3,12,-21
巴姆-阿德巴约,21:10,2,8,.250,0,0,0,4,6,.667,2,2,4,0,0,0,0,2,8,-12
戈兰-德拉季奇,14:50,3,8,.375,0,1,.0,0,0,0,0,1,1,3,2,0,1,0,6,+1
泰勒-希罗,30:15,6,18,.333,2,8,.250,0,1,.0,0,4,4,3,0,0,2,1,14,-35
安德烈-伊格达拉,25:23,3,7,.429,1,2,.500,0,0,0,2,3,5,6,0,1,1,3,7,-25
肯德里克-纳恩,19:49,8,11,.727,2,4,.500,0,0,0,1,4,5,2,0,0,0,0,18,+8
凯利-奥利尼克,18:04,1,5,.200,0,2,.0,2,2,1.0,0,5,5,4,0,2,1,2,4,+14
所罗门-希尔,18:02,2,6,.333,0,4,.0,0,0,0,0,3,3,0,0,0,0,2,4,+3
小德里克-琼斯.,7:29,1,2,.500,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,-1
犹多尼斯-哈斯勒姆,未上场,,,,,,,,,,,,,,,,,,,
迈耶斯-伦纳德,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
安东尼-戴维斯,38:04,11,21,.524,2,4,.500,10,10,1.0,3,6,9,5,0,3,1,1,34,+23
勒布朗-詹姆斯,36:24,9,17,.529,2,4,.500,5,6,.833,1,12,13,9,1,0,2,3,25,+10
卡德维尔-波普,30:26,3,10,.300,2,6,.333,5,5,1.0,0,2,2,0,2,1,1,1,13,+2
丹尼-格林,29:32,4,9,.444,3,8,.375,0,0,0,0,4,4,1,2,3,2,1,11,+21
德怀特-霍华德,14:55,0,0,0,0,0,0,2,2,1.0,1,7,8,2,0,0,1,3,2,-2
拉简-隆多,24:51,2,7,.286,1,5,.200,2,2,1.0,1,2,3,4,0,0,1,1,7,+11
凯尔-库兹马,22:04,1,7,.143,1,4,.250,0,0,0,2,6,8,2,1,0,1,2,3,+11
亚历克斯-卡鲁索,21:58,4,6,.667,1,3,.333,1,2,.500,1,3,4,2,1,0,1,3,10,+12
马基夫-莫里斯,17:37,3,6,.500,2,3,.667,0,0,0,0,3,3,1,0,0,2,3,8,-1
奎因-库克,1:23,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,+1
贾里德-杜德利,1:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+1
J.兰迪-史密斯,1:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+1
贾维尔-麦基,未上场,,,,,,,,,,,,,,,,,,,
