比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2008总决赛G3：凯尔特人81-87湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G3,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2008年06月10日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：波士顿凯尔特人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：乔-克劳福德, Bennett Salvatore, Mark Wunderlich",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：斯科特-波拉德,加比-普鲁伊特,布莱恩-斯卡拉布莱恩",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：安德鲁-拜纳姆,考比-卡尔,D.J. Mbenga",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
凯尔特人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
凯文-加内特,41:59,6,21,.286,0,0,0,1,2,.500,3,9,12,5,1,3,3,2,13,-2
雷-阿伦,41:25,8,13,.615,5,7,.714,4,6,.667,3,2,5,2,1,1,1,3,25,-9
保罗-皮尔斯,31:34,2,14,.143,0,4,.0,2,3,.667,1,5,6,3,1,0,3,5,6,-5
肯德里克-帕金斯,28:27,4,5,.800,0,0,0,0,1,.0,2,4,6,1,3,2,1,4,8,+6
拉简-隆多,21:52,4,8,.500,0,0,0,0,0,0,2,0,2,4,0,1,2,4,8,-9
詹姆斯-波西,24:35,1,3,.333,1,3,.333,6,6,1.0,1,6,7,0,1,0,0,2,9,+3
埃迪-豪斯,19:48,2,8,.250,2,3,.667,0,0,0,0,3,3,2,1,0,0,2,6,+7
P.J. Brown,17:29,1,4,.250,0,0,0,1,2,.500,0,2,2,0,0,1,2,4,3,-13
萨姆-卡塞尔,6:51,1,4,.250,0,1,.0,0,0,0,0,0,0,2,0,0,0,1,2,-4
里昂-鲍威,5:59,0,3,.0,0,0,0,1,2,.500,2,0,2,0,0,0,1,1,1,-4
托尼-阿伦,未上场,,,,,,,,,,,,,,,,,,,
格伦-戴维斯,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
科比-布莱恩特,45:15,12,20,.600,1,2,.500,11,18,.611,3,4,7,1,2,0,3,4,36,+2
保罗-加索尔,39:28,3,9,.333,0,0,0,3,8,.375,3,9,12,2,0,0,3,3,9,-1
德里克-费舍尔,28:04,1,6,.167,0,1,.0,4,4,1.0,1,2,3,1,1,0,1,1,6,-3
拉马尔-奥多姆,27:58,2,9,.222,0,1,.0,0,0,0,1,8,9,4,1,1,5,5,4,-1
弗拉迪米尔-拉德马诺维奇,12:41,1,4,.250,1,2,.500,0,0,0,0,1,1,0,0,0,0,4,3,+1
萨沙-武贾西奇,27:36,7,10,.700,3,5,.600,3,4,.750,0,4,4,1,0,1,0,2,20,+15
乔丹-法马尔,20:03,2,4,.500,1,2,.500,0,0,0,0,4,4,5,0,1,0,0,5,+9
罗尼-图里亚夫,18:51,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,+2
卢克-沃顿,11:14,0,3,.0,0,0,0,0,0,0,1,2,3,2,0,1,0,1,0,+12
特雷沃-阿里扎,8:49,2,3,.667,0,1,.0,0,0,0,0,1,1,1,0,0,0,0,4,-6
克里斯-米姆,未上场,,,,,,,,,,,,,,,,,,,
伊拉-纽贝尔,未上场,,,,,,,,,,,,,,,,,,,
