比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2008总决赛G5：凯尔特人98-103湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G5,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2008年06月15日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：波士顿凯尔特人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dick Bavetta, Scott Foster, Ken Mauer",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：肯德里克-帕金斯,斯科特-波拉德,加比-普鲁伊特",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：安德鲁-拜纳姆,考比-卡尔,D.J. Mbenga",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
凯尔特人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
保罗-皮尔斯,47:58,10,22,.455,2,6,.333,16,19,.842,1,5,6,8,1,0,5,5,38,-4
雷-阿伦,39:29,4,13,.308,3,8,.375,5,5,1.0,0,2,2,2,0,1,2,6,16,-15
凯文-加内特,33:06,6,11,.545,0,0,0,1,4,.250,7,7,14,0,2,0,4,5,13,-10
拉简-隆多,14:32,1,7,.143,0,0,0,1,2,.500,1,1,2,3,1,1,2,1,3,-15
里昂-鲍威,4:59,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,-10
詹姆斯-波西,32:25,1,2,.500,1,2,.500,0,0,0,1,5,6,2,1,0,2,3,3,+9
P.J. Brown,24:53,2,5,.400,0,0,0,0,0,0,1,2,3,0,0,0,0,5,4,-2
萨姆-卡塞尔,18:00,4,8,.500,0,1,.0,1,1,1.0,0,1,1,2,0,0,1,0,9,+23
埃迪-豪斯,13:38,2,5,.400,2,5,.400,0,0,0,0,1,1,2,0,0,2,2,6,-7
托尼-阿伦,10:59,3,4,.750,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,+6
格伦-戴维斯,未上场,,,,,,,,,,,,,,,,,,,
布莱恩-斯卡拉布莱恩,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
科比-布莱恩特,44:20,8,21,.381,4,9,.444,5,7,.714,3,4,7,4,5,0,6,4,25,+8
保罗-加索尔,42:07,6,10,.600,0,0,0,7,10,.700,3,10,13,6,1,2,0,3,19,+13
拉马尔-奥多姆,41:14,8,10,.800,1,1,1.0,3,3,1.0,2,9,11,2,0,4,4,3,20,+9
德里克-费舍尔,35:14,3,10,.300,1,5,.200,8,11,.727,1,1,2,2,2,0,2,2,15,+11
弗拉迪米尔-拉德马诺维奇,19:13,3,6,.500,1,2,.500,0,0,0,0,5,5,2,1,0,3,2,7,+20
乔丹-法马尔,22:18,5,9,.556,1,4,.250,0,0,0,0,1,1,1,1,1,0,3,11,-13
萨沙-武贾西奇,19:43,2,10,.200,0,5,.0,0,0,0,1,0,1,0,1,0,0,2,4,-11
卢克-沃顿,10:26,1,2,.500,0,1,.0,0,0,0,0,0,0,2,0,0,0,5,2,0
克里斯-米姆,2:46,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,-6
罗尼-图里亚夫,1:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
特雷沃-阿里扎,1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4
伊拉-纽贝尔,未上场,,,,,,,,,,,,,,,,,,,
