比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2008总决赛G4：凯尔特人97-91湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G4,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2008年06月12日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：波士顿凯尔特人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Joe DeRosa, Steve Javie, Tom 华盛顿",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：斯科特-波拉德,加比-普鲁伊特,布莱恩-斯卡拉布莱恩",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：安德鲁-拜纳姆,考比-卡尔,D.J. Mbenga",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
凯尔特人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
雷-阿伦,48:00,6,11,.545,2,6,.333,5,5,1.0,2,7,9,2,3,1,1,2,19,+6
保罗-皮尔斯,42:10,6,13,.462,0,3,.0,8,9,.889,0,4,4,7,1,1,4,4,20,+9
凯文-加内特,37:09,7,14,.500,0,0,0,2,2,1.0,2,9,11,3,2,1,4,3,16,+17
拉简-隆多,17:01,2,4,.500,0,0,0,1,2,.500,0,1,1,2,0,0,0,1,5,-10
肯德里克-帕金斯,13:15,1,3,.333,0,0,0,0,0,0,0,1,1,0,0,1,0,4,2,-18
詹姆斯-波西,25:28,5,10,.500,4,8,.500,4,4,1.0,0,2,2,0,0,0,0,5,18,+15
埃迪-豪斯,24:34,4,9,.444,2,4,.500,1,2,.500,0,4,4,1,0,0,0,0,11,+20
P.J. Brown,14:32,1,4,.250,0,0,0,1,2,.500,1,1,2,0,1,0,0,2,3,-15
里昂-鲍威,9:03,1,4,.250,0,0,0,1,2,.500,1,4,5,0,0,0,1,1,3,-1
萨姆-卡塞尔,6:34,0,1,.0,0,1,.0,0,0,0,0,0,0,0,0,0,1,2,0,-3
托尼-阿伦,2:15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,+10
格伦-戴维斯,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
科比-布莱恩特,43:21,6,19,.316,0,2,.0,5,6,.833,0,4,4,10,4,0,2,4,17,-9
拉马尔-奥多姆,39:00,8,11,.727,0,1,.0,3,4,.750,4,6,10,4,0,1,2,1,19,+6
保罗-加索尔,37:59,6,13,.462,0,0,0,5,7,.714,1,9,10,2,0,0,3,5,17,-6
弗拉迪米尔-拉德马诺维奇,26:35,3,8,.375,2,5,.400,2,2,1.0,1,4,5,2,0,0,0,3,10,-1
德里克-费舍尔,25:20,4,5,.800,0,1,.0,5,6,.833,0,0,0,3,0,0,3,2,13,+7
萨沙-武贾西奇,23:49,1,9,.111,1,5,.200,0,0,0,1,2,3,1,1,0,1,3,3,-14
乔丹-法马尔,21:25,1,6,.167,1,3,.333,0,0,0,0,3,3,1,0,0,0,0,3,-5
罗尼-图里亚夫,10:01,0,1,.0,0,0,0,0,2,.0,0,1,1,0,0,1,0,2,0,0
特雷沃-阿里扎,8:43,2,2,1.0,1,1,1.0,1,2,.500,3,2,5,0,1,1,0,2,6,-6
卢克-沃顿,3:47,1,3,.333,1,3,.333,0,0,0,0,0,0,0,0,0,1,1,3,-2
克里斯-米姆,未上场,,,,,,,,,,,,,,,,,,,
伊拉-纽贝尔,未上场,,,,,,,,,,,,,,,,,,,
