比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2017总决赛G1：骑士91-113勇士,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G1,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2017年06月1日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：金州勇士/客队：克里夫兰骑士,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dan Crawford, Derrick Stafford, Zach Zarba",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：凯-费尔德,埃迪-塔瓦雷斯",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：达米安-琼斯,凯文-卢尼",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
骑士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
勒布朗-詹姆斯,40:02,9,20,.450,2,6,.333,8,12,.667,3,12,15,8,0,2,8,4,28,-22
凯里-欧文,34:53,10,22,.455,3,4,.750,1,1,1.0,3,0,3,2,0,1,4,3,24,-17
凯文-乐福,34:13,4,13,.308,3,6,.500,4,4,1.0,5,16,21,1,0,3,1,4,15,-11
J.兰迪-史密斯,28:12,1,4,.250,1,2,.500,0,0,0,0,0,0,0,0,0,2,1,3,-12
特里斯坦-汤普森,22:25,0,3,.0,0,0,0,0,0,0,3,1,4,2,0,0,1,2,0,-13
凯尔-科沃尔,19:43,0,3,.0,0,3,.0,0,0,0,0,4,4,1,0,0,0,0,0,-8
德隆-威廉姆斯,18:30,0,4,.0,0,2,.0,0,0,0,0,3,3,1,0,0,2,3,0,-8
伊曼-香珀特,16:46,2,6,.333,1,3,.333,0,0,0,0,5,5,0,0,0,0,1,5,-7
理查德-杰弗森,14:48,3,6,.500,0,2,.0,3,4,.750,1,3,4,0,0,0,2,5,9,-7
邓台-琼斯,4:06,1,2,.500,1,2,.500,4,4,1.0,0,0,0,0,0,0,0,0,7,-1
德里克-威廉姆斯,4:06,0,2,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
詹姆斯-琼斯,2:16,0,1,.0,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,-3
钱宁-弗莱,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
勇士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
凯文-杜兰特,37:33,14,26,.538,3,6,.500,7,8,.875,2,7,9,8,0,0,0,1,38,+16
克莱-汤普森,36:22,3,16,.188,0,5,.0,0,0,0,2,2,4,4,1,0,0,3,6,+8
德雷蒙德-格林,36:09,3,12,.250,1,5,.200,2,3,.667,1,10,11,2,2,1,2,4,9,+12
斯蒂芬-库里,34:29,11,22,.500,6,11,.545,0,0,0,1,5,6,10,3,0,2,3,28,+20
扎扎-帕楚里亚,14:26,4,5,.800,0,0,0,0,1,.0,2,3,5,0,2,0,0,3,8,+5
安德烈-伊格达拉,23:59,3,4,.750,1,1,1.0,0,2,.0,1,2,3,1,2,1,0,3,7,+14
伊恩-克拉克,18:05,1,4,.250,0,3,.0,2,2,1.0,0,1,1,0,1,0,0,0,4,+6
肖恩-利文斯顿,15:16,1,5,.200,0,0,0,0,0,0,1,1,2,2,1,0,0,1,2,+9
大卫-韦斯特,8:03,1,4,.250,0,0,0,0,0,0,1,0,1,1,0,0,0,3,2,+3
贾维尔-麦基,5:32,2,3,.667,0,0,0,0,0,0,3,1,4,1,0,1,0,1,4,+8
詹姆斯-迈克尔-麦卡杜,4:22,1,1,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,+3
帕特里克-麦考,3:28,0,2,.0,0,1,.0,0,0,0,0,3,3,1,0,0,0,0,0,+3
马特-巴恩斯,2:16,1,2,.500,1,1,1.0,0,0,0,0,0,0,1,0,0,0,0,3,+3
