比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2016总决赛G6：勇士101-115骑士,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G6,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2016年06月16日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：克里夫兰骑士/客队：金州勇士,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Scott Foster, Ken Mauer, Jason Phillips",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：安德鲁-博古特,凯文-卢尼",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：萨沙-考恩,乔丹-麦克雷",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
勇士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
德雷蒙德-格林,40:44,3,7,.429,0,2,.0,2,2,1.0,1,9,10,6,1,1,1,5,8,-12
克莱-汤普森,38:05,9,21,.429,3,10,.300,4,7,.571,2,1,3,1,2,1,4,2,25,-22
斯蒂芬-库里,35:14,8,20,.400,6,13,.462,8,9,.889,0,2,2,1,1,0,4,6,30,-11
安德烈-伊格达拉,30:19,2,5,.400,1,3,.333,0,2,.0,2,2,4,3,0,0,1,2,5,-25
哈里森-巴恩斯,16:26,0,8,.0,0,5,.0,0,0,0,0,2,2,0,0,1,0,2,0,-20
肖恩-利文斯顿,21:26,1,6,.167,0,0,0,1,2,.500,0,4,4,3,0,0,1,3,3,-10
莱昂德罗-巴博萨,18:42,4,6,.667,2,3,.667,4,5,.800,1,1,2,2,0,0,1,0,14,+8
费斯图斯-埃泽利,14:42,2,5,.400,0,0,0,0,0,0,3,1,4,1,0,0,1,3,4,-17
布兰登-拉什,8:28,0,0,0,0,0,0,1,2,.500,0,1,1,0,0,0,0,0,1,+18
安德森-瓦莱乔,6:49,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,+8
伊恩-克拉克,3:23,1,1,1.0,1,1,1.0,0,0,0,0,0,0,1,0,0,0,0,3,+3
詹姆斯-迈克尔-麦卡杜,3:23,1,1,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,+3
马利斯-斯贝茨,2:19,2,2,1.0,2,2,1.0,0,0,0,0,1,1,0,0,0,0,0,6,+7
,,,,,,,,,,,,,,,,,,,,
骑士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
特里斯坦-汤普森,42:38,6,6,1.0,0,0,0,3,4,.750,2,14,16,3,0,0,3,4,15,+32
勒布朗-詹姆斯,42:35,16,27,.593,3,6,.500,6,8,.750,2,6,8,11,4,3,1,3,41,+26
J.兰迪-史密斯,40:22,5,11,.455,4,10,.400,0,0,0,0,4,4,3,3,1,0,5,14,+20
凯里-欧文,39:14,7,18,.389,2,5,.400,7,7,1.0,1,3,4,3,2,2,3,2,23,+25
凯文-乐福,11:55,1,3,.333,1,2,.500,4,6,.667,1,2,3,2,0,0,1,3,7,-6
理查德-杰弗森,31:52,1,3,.333,0,1,.0,1,2,.500,2,4,6,1,2,0,1,3,3,+15
伊曼-香珀特,14:10,0,2,.0,0,2,.0,0,0,0,0,1,1,0,0,0,1,4,0,-13
莫-威廉姆斯,5:40,2,2,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,-2
邓台-琼斯,4:37,1,1,1.0,0,0,0,3,3,1.0,0,1,1,0,0,1,0,0,5,-6
马修-戴拉维多瓦,2:19,1,2,.500,0,0,0,1,2,.500,0,0,0,1,0,0,0,0,3,-7
詹姆斯-琼斯,2:19,0,1,.0,0,1,.0,0,0,0,0,0,0,0,0,0,0,1,0,-7
季莫费-莫兹戈夫,2:19,0,1,.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-7
钱宁-弗莱,未上场,,,,,,,,,,,,,,,,,,,
