比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2002总决赛G2：新泽西网队83-106湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G2,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2002年06月7日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：新泽西网队,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Steve Javie, Bennett Salvatore, Don Vaden",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
新泽西网队全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
杰森-基德,38:29,6,17,.353,3,8,.375,2,3,.667,4,5,9,7,2,1,5,3,17,-18
肯扬-马丁,35:06,2,8,.250,0,1,.0,2,4,.500,2,3,5,2,3,0,4,5,6,-7
科瑞-基德尔斯,29:20,9,19,.474,3,9,.333,2,4,.500,1,2,3,3,2,1,1,4,23,-10
基思-范霍恩,24:24,3,9,.333,0,1,.0,3,4,.750,4,4,8,1,2,0,0,2,9,-15
托德-马克洛奇,14:52,1,3,.333,0,0,0,0,0,0,2,3,5,0,1,1,1,4,2,-10
理查德-杰弗森,32:08,3,6,.500,0,0,0,4,8,.500,2,3,5,3,0,0,1,2,10,-18
杰森-科林斯,21:03,2,2,1.0,0,0,0,2,2,1.0,0,1,1,0,0,1,1,4,6,-6
鲁西奥斯-哈里斯,17:33,0,9,.0,0,2,.0,2,2,1.0,2,0,2,2,1,0,0,1,2,-7
阿龙-威廉姆斯,15:04,2,7,.286,0,0,0,0,0,0,2,1,3,0,0,1,0,2,4,-7
安东尼-约翰逊,9:39,2,5,.400,0,0,0,0,0,0,1,1,2,0,0,0,0,0,4,-5
布莱恩-斯卡拉布莱恩,1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
唐尼-马绍尔,1:07,0,1,.0,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,-6
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
罗伯特-霍里,42:39,4,9,.444,1,3,.333,0,0,0,4,6,10,4,3,3,2,2,9,+16
科比-布莱恩特,41:43,9,15,.600,3,3,1.0,3,4,.750,1,7,8,3,2,1,4,2,24,+20
Shaquille O'Neal,40:48,14,23,.609,0,0,0,12,14,.857,3,9,12,8,0,1,4,2,40,+35
里克-福克斯,36:34,3,6,.500,2,4,.500,2,2,1.0,1,7,8,6,1,1,2,5,10,+30
德里克-费舍尔,29:26,4,9,.444,2,3,.667,2,4,.500,2,3,5,3,0,0,2,5,12,+24
布莱恩-肖,21:44,2,6,.333,1,2,.500,0,0,0,0,2,2,2,0,1,1,2,5,+2
德文-乔治,16:47,3,7,.429,0,0,0,0,0,0,1,1,2,0,0,0,0,1,6,0
萨马基-沃克,5:01,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,-15
林奇-亨特,3:15,0,2,.0,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,0
马克-麦德森,2:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+3
斯坦尼斯拉夫-梅德维登科,未上场,,,,,,,,,,,,,,,,,,,
米奇-里奇蒙德,未上场,,,,,,,,,,,,,,,,,,,
