比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2002总决赛G1：新泽西网队94-99湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G1,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2002年06月5日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：新泽西网队,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：乔-克劳福德, Ron Garretson, Jack Nies",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
新泽西网队全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
杰森-基德,42:42,11,26,.423,1,3,.333,0,1,.0,6,4,10,10,3,0,1,1,23,+3
肯扬-马丁,37:22,7,22,.318,1,3,.333,6,9,.667,3,3,6,2,0,1,3,3,21,0
基思-范霍恩,35:08,5,14,.357,2,6,.333,0,0,0,2,4,6,1,0,0,4,6,12,-12
托德-马克洛奇,24:57,5,9,.556,0,0,0,0,2,.0,6,2,8,0,2,1,2,3,10,-3
科瑞-基德尔斯,24:57,3,7,.429,1,2,.500,2,2,1.0,0,0,0,1,0,1,1,1,9,-3
鲁西奥斯-哈里斯,24:42,1,5,.200,0,2,.0,3,4,.750,1,2,3,2,0,0,0,3,5,+1
理查德-杰弗森,21:51,2,4,.500,0,0,0,0,2,.0,0,6,6,1,1,0,0,3,4,-1
阿龙-威廉姆斯,14:32,2,5,.400,0,0,0,0,0,0,1,3,4,1,3,1,0,4,4,-7
杰森-科林斯,8:31,1,1,1.0,0,0,0,3,4,.750,2,0,2,1,0,0,0,5,5,+5
安东尼-约翰逊,5:18,0,1,.0,0,0,0,1,2,.500,0,0,0,0,0,0,0,0,1,-8
唐尼-马绍尔,未上场,,,,,,,,,,,,,,,,,,,
布莱恩-斯卡拉布莱恩,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
科比-布莱恩特,43:04,6,16,.375,0,2,.0,10,11,.909,1,2,3,6,1,0,4,2,22,+7
罗伯特-霍里,40:35,2,6,.333,0,2,.0,1,2,.500,1,7,8,4,3,2,0,2,5,+9
Shaquille O'Neal,40:12,12,22,.545,0,0,0,12,21,.571,2,14,16,1,1,4,5,2,36,-3
里克-福克斯,39:21,5,8,.625,0,1,.0,4,6,.667,5,3,8,3,2,0,2,5,14,+2
德里克-费舍尔,35:41,4,7,.571,1,2,.500,4,4,1.0,0,1,1,2,1,0,2,1,13,+10
德文-乔治,11:19,1,5,.200,0,1,.0,1,1,1.0,1,2,3,0,0,0,1,2,3,+5
布莱恩-肖,11:06,0,2,.0,0,1,.0,0,0,0,2,0,2,5,0,1,0,2,0,-11
萨马基-沃克,7:43,1,2,.500,0,0,0,0,0,0,3,4,7,0,0,1,2,1,2,+8
林奇-亨特,6:09,1,3,.333,0,1,.0,0,0,0,1,0,1,0,0,0,0,2,2,+4
斯坦尼斯拉夫-梅德维登科,4:50,1,1,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,-6
马克-麦德森,未上场,,,,,,,,,,,,,,,,,,,
米奇-里奇蒙德,未上场,,,,,,,,,,,,,,,,,,,
