比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2002总决赛G4：湖人113-107新泽西网队,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G4,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2002年06月12日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：新泽西网队/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Ted Bernhardt, 伯尼尔-弗莱尔, Eddie F. Rush",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
科比-布莱恩特,43:39,7,16,.438,2,3,.667,9,11,.818,0,6,6,8,2,0,1,4,25,+6
罗伯特-霍里,43:36,3,5,.600,2,3,.667,4,4,1.0,1,3,4,6,2,1,1,4,12,-3
Shaquille O'Neal,43:24,12,20,.600,0,0,0,10,16,.625,3,7,10,4,1,2,3,2,34,+11
德里克-费舍尔,36:18,5,10,.500,2,4,.500,1,2,.500,0,5,5,4,0,0,0,1,13,+1
里克-福克斯,32:34,2,3,.667,2,3,.667,2,2,1.0,0,5,5,3,2,0,4,2,8,+13
德文-乔治,19:50,4,7,.571,3,4,.750,0,0,0,2,4,6,0,0,0,0,1,11,+2
布莱恩-肖,14:39,3,9,.333,0,2,.0,0,0,0,1,1,2,3,0,0,0,0,6,+8
萨马基-沃克,4:36,0,0,0,0,0,0,2,2,1.0,0,1,1,0,0,0,0,1,2,-5
米奇-里奇蒙德,1:24,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3
林奇-亨特,未上场,,,,,,,,,,,,,,,,,,,
马克-麦德森,未上场,,,,,,,,,,,,,,,,,,,
斯坦尼斯拉夫-梅德维登科,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
新泽西网队全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
肯扬-马丁,42:52,15,28,.536,0,0,0,5,7,.714,2,9,11,2,1,1,2,4,35,+1
杰森-基德,42:52,5,14,.357,1,4,.250,2,2,1.0,1,4,5,12,1,1,4,1,13,+1
基思-范霍恩,30:55,3,7,.429,1,1,1.0,0,0,0,1,3,4,4,0,0,1,2,7,-20
科瑞-基德尔斯,23:00,4,10,.400,1,3,.333,2,2,1.0,2,0,2,3,1,0,1,1,11,-11
托德-马克洛奇,19:33,4,8,.500,0,0,0,0,0,0,4,2,6,2,0,1,0,4,8,0
鲁西奥斯-哈里斯,29:24,9,13,.692,1,1,1.0,3,4,.750,2,1,3,2,0,0,0,1,22,-4
理查德-杰弗森,21:29,2,6,.333,0,0,0,1,1,1.0,0,4,4,1,1,0,0,1,5,+5
杰森-科林斯,19:18,2,3,.667,0,0,0,0,0,0,1,3,4,0,1,1,0,6,4,+3
阿龙-威廉姆斯,9:09,1,3,.333,0,0,0,0,0,0,1,1,2,0,0,0,0,2,2,-9
安东尼-约翰逊,0:44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+2
唐尼-马绍尔,0:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+2
布莱恩-斯卡拉布莱恩,未上场,,,,,,,,,,,,,,,,,,,
