比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2004总决赛G1：活塞87-75湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G1,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2004年06月6日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：底特律活塞,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：乔-克劳福德, Bob Delaney, 伯尼尔-弗莱尔",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
活塞全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
理查德-汉密尔顿,43:25,5,16,.313,0,0,0,2,4,.500,3,4,7,5,1,0,6,0,12,+11
本-华莱士,41:16,4,8,.500,0,0,0,1,2,.500,1,7,8,0,1,1,2,1,9,+18
昌西-比卢普斯,38:49,8,14,.571,2,4,.500,4,4,1.0,1,2,3,4,3,0,2,1,22,+11
泰肖恩-普林斯,36:10,5,10,.500,1,4,.250,0,0,0,1,5,6,4,2,0,0,3,11,+18
拉希德-华莱士,28:16,3,4,.750,2,2,1.0,6,6,1.0,1,7,8,1,0,1,1,3,14,+13
埃尔登-坎贝尔,18:25,2,5,.400,0,0,0,2,6,.333,1,0,1,4,2,2,1,1,6,-3
林奇-亨特,13:43,1,5,.200,1,2,.500,2,2,1.0,0,1,1,0,0,0,1,2,5,+2
科利斯-威廉森,11:19,2,3,.667,0,0,0,3,4,.750,1,1,2,1,0,0,0,3,7,-5
梅米特-奥库,5:15,0,0,0,0,0,0,1,2,.500,0,0,0,0,0,0,1,1,1,-3
达尔文-哈姆,3:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2
麦克-詹姆斯,0:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
达科-米利西奇,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
科比-布莱恩特,47:14,10,27,.370,1,6,.167,4,4,1.0,1,3,4,4,4,2,3,2,25,-12
卡尔-马龙,44:37,2,9,.222,0,0,0,0,0,0,3,8,11,3,0,1,0,1,4,-10
Shaquille O'Neal,44:19,13,16,.813,0,0,0,8,12,.667,5,6,11,1,0,1,6,4,34,-8
加里-佩顿,29:41,1,4,.250,1,1,1.0,0,0,0,1,1,2,3,2,0,2,5,3,-15
德文-乔治,27:26,2,5,.400,1,2,.500,0,0,0,0,3,3,0,1,0,1,2,5,-7
德里克-费舍尔,21:10,1,9,.111,0,2,.0,0,0,0,3,0,3,3,1,0,1,2,2,0
卡里姆-拉什,16:10,0,3,.0,0,2,.0,0,0,0,0,2,2,0,0,0,2,4,0,-3
斯坦尼斯拉夫-梅德维登科,5:43,0,0,0,0,0,0,2,2,1.0,0,1,1,0,0,0,0,3,2,-5
里克-福克斯,3:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
布莱恩-库克,未上场,,,,,,,,,,,,,,,,,,,
布莱恩-拉塞尔,未上场,,,,,,,,,,,,,,,,,,,
卢克-沃顿,未上场,,,,,,,,,,,,,,,,,,,
