比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2004总决赛G4：湖人80-88活塞,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G4,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2004年06月13日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：底特律活塞/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dick Bavetta, Jack Nies, Eddie F. Rush",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
Shaquille O'Neal,47:24,16,21,.762,0,0,0,4,11,.364,3,17,20,2,0,1,2,4,36,-8
科比-布莱恩特,44:46,8,25,.320,2,6,.333,2,2,1.0,0,0,0,2,1,0,3,3,20,-8
加里-佩顿,43:35,4,11,.364,0,2,.0,0,0,0,1,1,2,5,0,0,1,4,8,-5
卡尔-马龙,21:45,1,2,.500,0,0,0,0,0,0,2,3,5,2,0,0,2,2,2,-1
德文-乔治,16:06,1,2,.500,1,2,.500,2,4,.500,1,2,3,0,1,0,0,5,5,+7
德里克-费舍尔,20:18,1,6,.167,0,3,.0,2,3,.667,1,4,5,2,0,0,0,4,4,-7
里克-福克斯,15:35,1,4,.250,0,1,.0,0,0,0,0,1,1,6,0,0,0,3,2,-8
斯坦尼斯拉夫-梅德维登科,12:50,1,5,.200,0,0,0,1,2,.500,1,0,1,1,0,0,0,3,3,-2
卢克-沃顿,12:21,0,1,.0,0,1,.0,0,0,0,0,1,1,3,2,0,2,6,0,-6
卡里姆-拉什,5:10,0,1,.0,0,1,.0,0,0,0,0,0,0,0,0,0,0,1,0,-3
布莱恩-拉塞尔,0:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+1
布莱恩-库克,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
活塞全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
理查德-汉密尔顿,44:23,5,11,.455,0,0,0,7,7,1.0,1,1,2,6,0,0,5,5,17,+9
拉希德-华莱士,42:29,10,23,.435,0,5,.0,6,6,1.0,2,11,13,2,2,2,2,4,26,+7
泰肖恩-普林斯,41:56,3,10,.300,0,3,.0,0,1,.0,4,3,7,2,0,0,0,1,6,+10
本-华莱士,39:33,2,5,.400,0,0,0,4,14,.286,2,11,13,2,1,1,1,3,8,+16
昌西-比卢普斯,37:46,7,12,.583,2,5,.400,7,9,.778,0,4,4,4,2,0,3,3,23,+5
埃尔登-坎贝尔,13:14,0,3,.0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,-3
林奇-亨特,9:45,0,1,.0,0,0,0,4,4,1.0,0,0,0,0,0,0,0,1,4,-3
科利斯-威廉森,5:29,0,1,.0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
麦克-詹姆斯,4:42,2,2,1.0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,4,+3
达尔文-哈姆,0:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2
达科-米利西奇,0:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
梅米特-奥库,未上场,,,,,,,,,,,,,,,,,,,
