比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2004总决赛G3：湖人68-88活塞,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G3,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2004年06月10日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：底特律活塞/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Mike Callahan, Dan Crawford, Ron Garretson",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
科比-布莱恩特,44:42,4,13,.308,0,4,.0,3,3,1.0,0,3,3,5,1,1,4,3,11,-20
Shaquille O'Neal,38:41,7,14,.500,0,0,0,0,2,.0,2,6,8,1,1,0,2,5,14,-19
加里-佩顿,34:17,2,7,.286,1,5,.200,1,2,.500,1,3,4,7,1,1,0,2,6,-12
德文-乔治,20:40,3,8,.375,2,6,.333,0,0,0,0,3,3,0,2,1,1,3,8,-8
卡尔-马龙,18:22,2,4,.500,0,0,0,1,2,.500,0,4,4,2,0,0,1,2,5,-13
斯坦尼斯拉夫-梅德维登科,21:19,1,3,.333,0,0,0,1,2,.500,2,6,8,1,0,1,1,4,3,-1
卢克-沃顿,19:15,1,5,.200,0,2,.0,2,2,1.0,1,2,3,2,1,0,2,4,4,-12
卡里姆-拉什,18:19,3,8,.375,2,7,.286,0,0,0,0,1,1,0,1,0,2,2,8,-5
德里克-费舍尔,15:40,4,9,.444,1,3,.333,0,0,0,1,1,2,1,0,0,3,1,9,-8
布莱恩-库克,7:42,0,3,.0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,+2
布莱恩-拉塞尔,1:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
里克-福克斯,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
活塞全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
理查德-汉密尔顿,43:35,11,22,.500,2,4,.500,7,7,1.0,3,3,6,3,2,0,3,1,31,+15
本-华莱士,38:27,3,9,.333,0,1,.0,1,4,.250,2,9,11,3,2,0,3,3,7,+8
昌西-比卢普斯,36:30,5,11,.455,2,5,.400,7,7,1.0,0,2,2,3,1,0,2,1,19,+14
泰肖恩-普林斯,34:56,5,13,.385,1,5,.200,0,2,.0,3,3,6,2,3,0,1,1,11,+5
拉希德-华莱士,26:54,1,4,.250,0,0,0,1,4,.250,2,8,10,1,0,2,1,3,3,+8
林奇-亨特,16:31,1,3,.333,0,0,0,0,0,0,1,4,5,2,0,2,0,4,2,+12
科利斯-威廉森,15:04,2,4,.500,0,0,0,2,2,1.0,0,3,3,0,0,0,1,0,6,+11
埃尔登-坎贝尔,12:53,1,4,.250,0,0,0,3,4,.750,2,0,2,1,3,0,0,3,5,+10
梅米特-奥库,8:02,1,4,.250,0,0,0,0,0,0,1,3,4,1,0,0,0,0,2,+1
麦克-詹姆斯,3:05,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,+7
达尔文-哈姆,2:14,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,+6
达科-米利西奇,1:48,0,1,.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,+3
