比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2004总决赛G5：湖人87-100活塞,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G5,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2004年06月15日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：底特律活塞/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：乔-克劳福德, 伯尼尔-弗莱尔, Bennett Salvatore",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
科比-布莱恩特,45:34,7,21,.333,0,2,.0,10,11,.909,1,2,3,4,1,0,3,2,24,-19
Shaquille O'Neal,35:33,7,13,.538,0,0,0,6,16,.375,2,6,8,1,1,0,1,4,20,-12
加里-佩顿,30:47,1,3,.333,0,1,.0,0,0,0,2,2,4,4,2,1,1,2,2,-16
斯坦尼斯拉夫-梅德维登科,23:25,4,8,.500,0,0,0,2,2,1.0,2,3,5,1,0,0,1,1,10,-11
德文-乔治,20:22,2,6,.333,0,2,.0,0,0,0,2,1,3,2,0,1,0,4,4,-8
卡里姆-拉什,19:15,2,6,.333,1,4,.250,0,0,0,0,0,0,0,0,0,0,3,5,+3
卢克-沃顿,19:00,1,4,.250,0,2,.0,0,0,0,1,2,3,5,3,0,3,2,2,+9
德里克-费舍尔,18:52,3,6,.500,3,4,.750,1,2,.500,0,2,2,1,2,0,0,5,10,+3
布莱恩-库克,12:06,1,3,.333,0,0,0,2,2,1.0,3,2,5,0,1,0,1,2,4,-1
里克-福克斯,9:32,3,3,1.0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,6,-2
布莱恩-拉塞尔,5:35,0,2,.0,0,1,.0,0,0,0,1,0,1,0,0,0,0,1,0,-11
卡尔-马龙,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
活塞全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
理查德-汉密尔顿,45:10,6,18,.333,0,4,.0,9,11,.818,0,3,3,4,1,0,4,1,21,+14
本-华莱士,41:44,8,13,.615,0,1,.0,2,6,.333,10,12,22,1,3,1,0,3,18,+23
泰肖恩-普林斯,38:29,6,15,.400,0,2,.0,5,8,.625,3,7,10,2,1,0,1,2,17,+16
昌西-比卢普斯,33:12,3,5,.600,0,1,.0,8,8,1.0,0,3,3,6,0,0,3,2,14,+16
拉希德-华莱士,20:27,5,8,.625,1,2,.500,0,0,0,1,0,1,0,0,1,0,5,11,+4
埃尔登-坎贝尔,14:57,2,2,1.0,0,0,0,0,0,0,1,3,4,2,0,0,1,3,4,+14
科利斯-威廉森,14:08,1,5,.200,0,0,0,4,4,1.0,2,1,3,0,0,0,1,2,6,-3
林奇-亨特,12:49,1,4,.250,0,3,.0,0,0,0,0,1,1,0,2,0,0,3,2,-2
麦克-詹姆斯,9:10,0,2,.0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,0,-6
梅米特-奥库,6:50,3,3,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,4,7,+2
达科-米利西奇,1:59,0,1,.0,0,0,0,0,2,.0,1,0,1,0,1,0,1,0,0,-8
达尔文-哈姆,1:07,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-5
