比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2019总决赛G4：猛龙105-92勇士,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G4,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2019年06月7日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：金州勇士/客队：多伦多猛龙,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Mike Callahan, Eric Lewis, Zach Zarba",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：克里斯-布歇,马尔科姆-米勒",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：凯文-杜兰特,达米安-琼斯",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
猛龙全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
帕斯卡尔-西亚卡姆,41:20,6,14,.429,0,2,.0,7,8,.875,2,4,6,1,0,1,1,0,19,+5
科怀-伦纳德,40:34,11,22,.500,5,9,.556,9,9,1.0,1,11,12,2,4,1,0,4,36,+13
凯尔-洛瑞,37:18,3,12,.250,0,4,.0,4,4,1.0,0,2,2,7,3,0,2,4,10,+5
丹尼-格林,29:44,1,8,.125,1,7,.143,0,0,0,1,2,3,1,3,0,2,5,3,+13
马克-加索尔,27:49,3,8,.375,1,4,.250,2,2,1.0,2,5,7,3,1,0,1,2,9,+1
弗雷德-范弗利特,28:56,3,9,.333,2,5,.400,0,0,0,0,4,4,6,0,0,2,1,8,+12
赛尔吉-伊巴卡,21:43,9,12,.750,1,1,1.0,1,1,1.0,1,3,4,1,0,2,1,5,20,+11
诺曼-鲍威尔,10:42,0,1,.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,+8
帕特里克-麦考,1:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
OG-阿奴诺比,未上场,,,,,,,,,,,,,,,,,,,
林书豪,未上场,,,,,,,,,,,,,,,,,,,
约迪-米克斯,未上场,,,,,,,,,,,,,,,,,,,
埃里克-莫兰,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
勇士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
斯蒂芬-库里,42:59,9,22,.409,2,9,.222,7,8,.875,0,4,4,6,1,0,3,4,27,-11
克莱-汤普森,42:10,11,18,.611,6,10,.600,0,0,0,1,2,3,2,0,0,0,3,28,-7
德雷蒙德-格林,40:34,3,6,.500,0,1,.0,4,4,1.0,0,9,9,12,1,2,5,4,10,-13
安德烈-伊格达拉,37:57,1,6,.167,0,3,.0,1,2,.500,0,4,4,3,3,2,2,3,3,-4
德马库斯-考辛斯,14:48,3,6,.500,0,0,0,0,1,.0,1,3,4,1,0,2,4,2,6,-4
凯文-卢尼,20:24,5,8,.625,0,0,0,0,2,.0,3,3,6,1,0,0,1,2,10,-8
肖恩-利文斯顿,15:11,2,3,.667,0,0,0,2,2,1.0,1,2,3,1,1,0,1,0,6,-14
安德鲁-博古特,10:47,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,1,2,0,+6
阿方索-麦金尼,8:30,1,4,.250,0,1,.0,0,2,.0,1,1,2,0,0,0,0,3,2,-4
奎因-库克,6:40,0,5,.0,0,3,.0,0,0,0,0,1,1,0,0,0,0,0,0,-6
乔丹-贝尔,未上场,,,,,,,,,,,,,,,,,,,
雅各布-埃文斯,未上场,,,,,,,,,,,,,,,,,,,
约纳斯-杰雷布科,未上场,,,,,,,,,,,,,,,,,,,
