比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2019总决赛G6：猛龙114-110勇士,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G6,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2019年06月13日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：金州勇士/客队：多伦多猛龙,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Marc Davis, John Goble, David Guthrie",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：克里斯-布歇,埃里克-莫兰",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：马库斯-德里克森,凯文-杜兰特,达米安-琼斯,达米恩-李",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
猛龙全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
帕斯卡尔-西亚卡姆,46:10,10,17,.588,3,6,.500,3,4,.750,2,8,10,3,1,1,2,2,26,+2
凯尔-洛瑞,41:42,9,16,.563,4,7,.571,4,6,.667,2,5,7,10,3,0,3,5,26,+16
科怀-伦纳德,41:05,7,16,.438,1,5,.200,7,8,.875,1,5,6,3,2,1,2,4,22,-2
马克-加索尔,26:34,0,5,.0,0,2,.0,3,4,.750,3,6,9,4,0,0,1,4,3,-7
丹尼-格林,17:43,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0,+7
弗雷德-范弗利特,33:48,6,14,.429,5,11,.455,5,5,1.0,1,1,2,0,1,0,1,1,22,-10
赛尔吉-伊巴卡,22:07,7,12,.583,0,1,.0,1,2,.500,2,1,3,2,0,0,1,4,15,+9
诺曼-鲍威尔,10:50,0,2,.0,0,1,.0,0,0,0,0,1,1,0,0,0,1,2,0,+5
OG-阿奴诺比,未上场,,,,,,,,,,,,,,,,,,,
林书豪,未上场,,,,,,,,,,,,,,,,,,,
帕特里克-麦考,未上场,,,,,,,,,,,,,,,,,,,
约迪-米克斯,未上场,,,,,,,,,,,,,,,,,,,
马尔科姆-米勒,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
勇士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
德雷蒙德-格林,44:12,5,10,.500,1,4,.250,0,2,.0,4,15,19,13,3,2,8,4,11,0
斯蒂芬-库里,41:53,6,17,.353,3,11,.273,6,6,1.0,1,2,3,7,2,1,3,3,21,-1
安德烈-伊格达拉,32:01,9,15,.600,3,6,.500,1,5,.200,0,2,2,2,0,1,1,3,22,-2
克莱-汤普森,31:59,8,12,.667,4,6,.667,10,10,1.0,1,4,5,0,2,0,2,3,30,+5
凯文-卢尼,26:50,3,7,.429,0,0,0,0,0,0,2,1,3,4,1,1,1,2,6,-4
德马库斯-考辛斯,18:44,4,9,.444,0,1,.0,4,7,.571,1,4,5,2,0,1,0,3,12,-2
肖恩-利文斯顿,16:10,3,5,.600,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,-4
奎因-库克,12:30,1,3,.333,0,2,.0,0,0,0,0,1,1,0,0,0,0,2,2,-16
阿方索-麦金尼,10:29,0,1,.0,0,1,.0,0,0,0,2,1,3,0,0,0,0,2,0,+4
安德鲁-博古特,2:50,0,1,.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1
约纳斯-杰雷布科,2:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+1
乔丹-贝尔,未上场,,,,,,,,,,,,,,,,,,,
雅各布-埃文斯,未上场,,,,,,,,,,,,,,,,,,,
