比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2019总决赛G3：猛龙123-109勇士,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G3,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2019年06月5日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：金州勇士/客队：多伦多猛龙,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Marc Davis, Kane Fitzgerald, David Guthrie",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：克里斯-布歇,埃里克-莫兰",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：凯文-杜兰特,凯文-卢尼",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
猛龙全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
凯尔-洛瑞,43:22,8,16,.500,5,9,.556,2,2,1.0,0,4,4,9,1,1,3,3,23,+14
帕斯卡尔-西亚卡姆,38:40,8,16,.500,0,3,.0,2,2,1.0,1,8,9,6,0,0,2,0,18,+22
科怀-伦纳德,38:25,9,17,.529,2,6,.333,10,11,.909,2,5,7,6,2,2,4,3,30,+6
丹尼-格林,27:12,6,10,.600,6,10,.600,0,0,0,0,5,5,1,1,1,1,5,18,+11
马克-加索尔,26:10,6,11,.545,1,4,.250,4,4,1.0,0,7,7,4,0,0,2,4,17,+14
弗雷德-范弗利特,33:19,4,8,.500,3,6,.500,0,0,0,1,2,3,2,3,0,0,3,11,+4
赛尔吉-伊巴卡,21:50,2,4,.500,0,0,0,2,2,1.0,1,4,5,1,2,6,2,4,6,0
诺曼-鲍威尔,6:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
帕特里克-麦考,2:13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-5
林书豪,0:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+2
约迪-米克斯,0:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+2
马尔科姆-米勒,0:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+2
OG-阿奴诺比,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
勇士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
斯蒂芬-库里,43:15,14,31,.452,6,14,.429,13,14,.929,2,6,8,7,2,0,3,1,47,-8
德雷蒙德-格林,40:36,6,14,.429,2,6,.333,3,3,1.0,1,6,7,4,2,0,4,4,17,-10
安德烈-伊格达拉,30:38,4,8,.500,2,6,.333,1,2,.500,2,4,6,3,1,0,0,0,11,-14
德马库斯-考辛斯,19:24,1,7,.143,0,1,.0,2,3,.667,0,3,3,2,1,0,3,2,4,-12
肖恩-利文斯顿,17:20,1,4,.250,0,0,0,2,2,1.0,1,1,2,2,0,0,0,2,4,-14
奎因-库克,26:38,4,9,.444,0,2,.0,1,1,1.0,0,1,1,2,1,0,2,2,9,-8
安德鲁-博古特,21:36,3,4,.750,0,0,0,0,0,0,3,4,7,3,1,1,1,3,6,0
阿方索-麦金尼,18:05,1,4,.250,1,3,.333,0,1,.0,1,2,3,1,0,0,1,4,3,0
约纳斯-杰雷布科,9:51,1,6,.167,1,3,.333,3,4,.750,2,0,2,1,0,0,0,1,6,0
乔丹-贝尔,9:22,1,1,1.0,0,0,0,0,0,0,1,1,2,0,0,2,0,2,2,-2
雅各布-埃文斯,1:37,0,3,.0,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,-1
达米安-琼斯,1:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
克莱-汤普森,未上场,,,,,,,,,,,,,,,,,,,
