比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,1997总决赛G4：公牛73-78爵士,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G4,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：1997年06月8日 June 8,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：犹他爵士/客队：芝加哥公牛,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dick Bavetta, Joe Forte, Ed T. Rush",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
公牛全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
斯科蒂-皮蓬,46:40,7,16,.438,1,4,.250,1,2,.500,2,10,12,4,3,1,3,2,16,-4
迈克尔-乔丹,42:05,11,27,.407,0,4,.0,0,0,0,1,3,4,4,0,0,3,3,22,-6
罗恩-哈珀,26:41,1,4,.250,0,2,.0,1,2,.500,2,3,5,1,0,2,1,1,3,-3
卢克-朗利,25:20,5,6,.833,0,0,0,1,4,.250,4,3,7,0,0,0,1,1,11,-9
丹尼斯-罗德曼,24:38,0,4,.0,0,1,.0,0,0,0,1,5,6,2,1,0,0,4,0,-7
托尼-库科奇,23:59,3,7,.429,3,4,.750,0,0,0,0,3,3,4,0,0,0,2,9,+10
史蒂夫-科尔,22:55,1,5,.200,0,4,.0,0,0,0,0,0,0,2,2,0,0,2,2,+5
毕森-德勒,18:59,4,6,.667,0,0,0,2,4,.500,0,0,0,0,1,0,0,2,10,+5
兰迪-布朗,4:19,0,1,.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-6
贾森-卡菲,2:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
尤德-比希勒,1:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5
罗伯特-帕里什,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
爵士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
卡尔-马龙,43:30,9,19,.474,0,0,0,5,6,.833,2,8,10,6,0,1,2,4,23,+9
布莱恩-拉塞尔,43:09,3,12,.250,2,8,.250,0,0,0,1,6,7,1,0,0,2,3,8,+11
杰夫-霍纳塞克,38:36,5,11,.455,1,2,.500,2,3,.667,0,3,3,2,0,0,2,1,13,+9
约翰-斯托克顿,37:59,6,11,.545,2,3,.667,3,4,.750,0,3,3,12,4,0,2,1,17,0
格雷格-奥斯特塔格,22:10,2,4,.500,0,0,0,1,4,.250,2,2,4,0,1,2,0,4,5,0
格雷格-福斯特,22:45,2,2,1.0,0,0,0,0,0,0,0,5,5,0,0,1,2,4,4,-5
克里斯-莫里斯,12:58,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,-4
霍华德-埃斯利,10:01,1,3,.333,0,0,0,4,4,1.0,0,2,2,2,0,0,2,1,6,+5
安托万-卡尔,6:39,1,2,.500,0,0,0,0,0,0,0,2,2,0,0,0,1,0,2,+4
亚当-基夫,2:13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-4
山顿-安德森,未上场,,,,,,,,,,,,,,,,,,,
斯蒂芬-霍华德,未上场,,,,,,,,,,,,,,,,,,,
