比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2012总决赛G1：热火94-105雷霆,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G1,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2012年06月12日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：俄克拉荷马城雷霆/客队：迈阿密热火,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Ed Malloy, Monty McCutchen, Derrick Stafford",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：埃迪-库里,德克斯特-皮特曼",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：雷吉-杰克逊,埃里克-梅诺",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
勒布朗-詹姆斯,45:50,11,24,.458,1,3,.333,7,9,.778,1,8,9,4,4,0,4,1,30,-11
德维恩-韦德,42:29,7,19,.368,0,2,.0,5,5,1.0,1,3,4,8,1,0,3,3,19,-6
肖恩-巴蒂尔,41:45,6,9,.667,4,6,.667,1,2,.500,2,2,4,0,1,0,0,3,17,-6
马里奥-查默斯,35:27,5,7,.714,2,4,.500,0,0,0,0,2,2,6,0,1,1,4,12,-3
犹多尼斯-哈斯勒姆,28:37,2,6,.333,0,0,0,0,0,0,3,8,11,0,0,0,1,5,4,-10
克里斯-波什,33:39,4,11,.364,1,3,.333,1,2,.500,0,5,5,0,0,0,1,2,10,-16
迈克-米勒,10:07,1,2,.500,0,1,.0,0,0,0,0,0,0,2,0,0,0,1,2,-6
乔尔-安东尼,2:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+3
诺里斯-科尔,未上场,,,,,,,,,,,,,,,,,,,
特雷尔-哈里斯,未上场,,,,,,,,,,,,,,,,,,,
朱万-霍华德,未上场,,,,,,,,,,,,,,,,,,,
詹姆斯-琼斯,未上场,,,,,,,,,,,,,,,,,,,
罗尼-图里亚夫,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
雷霆全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
凯文-杜兰特,45:48,12,20,.600,4,8,.500,8,9,.889,1,7,8,4,0,1,2,2,36,+15
拉塞尔-威斯布鲁克,42:14,10,24,.417,0,4,.0,7,9,.778,1,7,8,11,1,0,2,1,27,+14
萨博-塞福洛沙,28:30,2,5,.400,0,2,.0,5,6,.833,0,1,1,2,2,1,1,3,9,+14
赛尔吉-伊巴卡,27:09,5,10,.500,0,0,0,0,1,.0,1,5,6,1,1,0,0,2,10,-3
肯德里克-帕金斯,24:42,2,2,1.0,0,0,0,0,0,0,2,5,7,0,0,1,2,0,4,-2
德里克-费舍尔,25:05,3,5,.600,0,1,.0,0,0,0,0,3,3,1,0,0,0,1,6,+6
詹姆斯-哈登,22:14,2,6,.333,1,2,.500,0,0,0,0,0,0,3,0,0,1,4,5,+2
尼克-科里森,21:16,4,5,.800,0,0,0,0,0,0,5,5,10,0,1,0,2,3,8,+13
戴奎恩-库克,3:02,0,0,0,0,0,0,0,2,.0,0,0,0,0,0,0,0,0,0,-4
科尔-阿尔德里奇,未上场,,,,,,,,,,,,,,,,,,,
拉扎尔-海沃德,未上场,,,,,,,,,,,,,,,,,,,
罗耶尔-埃维,未上场,,,,,,,,,,,,,,,,,,,
纳兹尔-穆罕默德,未上场,,,,,,,,,,,,,,,,,,,
