比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2006总决赛G1：热火80-90独行侠,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G1,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2006年06月8日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：达拉斯独行侠/客队：迈阿密热火,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：乔-克劳福德, Joe DeRosa, Bennett Salvatore",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：韦恩-希米恩,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
德维恩-韦德,43:02,11,25,.440,0,2,.0,6,10,.600,3,3,6,6,4,1,5,4,28,-2
安托万-沃克,42:15,7,19,.368,3,9,.333,0,0,0,0,6,6,4,1,0,6,3,17,-2
Shaquille O'Neal,38:15,8,11,.727,0,0,0,1,9,.111,3,4,7,5,0,0,2,4,17,-4
杰森-威廉姆斯,34:12,5,11,.455,2,5,.400,0,0,0,0,4,4,4,1,0,1,3,12,-10
犹多尼斯-哈斯勒姆,33:14,2,4,.500,0,0,0,0,0,0,3,6,9,0,0,0,1,5,4,-7
詹姆斯-波西,24:56,1,3,.333,0,1,.0,0,0,0,1,6,7,0,1,0,0,5,2,-11
加里-佩顿,18:46,0,4,.0,0,3,.0,0,0,0,2,3,5,1,3,0,0,0,0,-8
阿隆佐-莫宁,5:20,0,1,.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-6
德里克-安德森,未上场,,,,,,,,,,,,,,,,,,,
山顿-安德森,未上场,,,,,,,,,,,,,,,,,,,
迈克尔-多里亚克,未上场,,,,,,,,,,,,,,,,,,,
杰森-卡波诺,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
独行侠全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
约什-霍华德,43:42,3,14,.214,0,4,.0,4,6,.667,0,12,12,4,1,0,5,4,10,+11
德克-诺维茨基,39:11,4,14,.286,2,4,.500,6,6,1.0,2,8,10,4,3,0,2,2,16,+7
杰森-特里,37:13,13,18,.722,4,7,.571,2,2,1.0,0,4,4,1,3,0,1,2,32,+12
德萨盖纳-迪奥普,16:25,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,2,2,0,-2
阿德里安-格里芬,13:18,4,6,.667,0,0,0,0,0,0,1,0,1,1,1,0,0,1,8,+3
杰里-斯塔克豪斯,29:00,4,11,.364,0,2,.0,5,6,.833,0,5,5,4,0,1,3,1,13,-9
埃里克-丹皮尔,27:01,3,4,.750,0,0,0,2,4,.500,3,4,7,0,0,0,0,4,8,+12
德文-哈里斯,17:58,0,3,.0,0,1,.0,1,2,.500,0,0,0,2,0,0,1,1,1,+10
基思-范霍恩,10:53,1,2,.500,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,+3
马奎斯-丹尼尔斯,5:19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,+3
达雷尔-阿姆斯特朗,未上场,,,,,,,,,,,,,,,,,,,
约什-鲍威尔,未上场,,,,,,,,,,,,,,,,,,,
