比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2006总决赛G6：热火95-92独行侠,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G6,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2006年06月20日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：达拉斯独行侠/客队：迈阿密热火,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dan Crawford, Steve Javie, Eddie F. Rush",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：韦恩-希米恩,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：约什-鲍威尔,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
德维恩-韦德,45:24,10,18,.556,0,0,0,16,21,.762,3,7,10,5,4,3,5,4,36,+9
犹多尼斯-哈斯勒姆,40:30,8,13,.615,0,0,0,1,4,.250,4,6,10,1,2,0,3,3,17,+12
安托万-沃克,33:30,6,17,.353,0,6,.0,2,3,.667,3,8,11,2,1,1,0,2,14,-4
杰森-威廉姆斯,30:27,1,7,.143,1,7,.143,0,0,0,0,1,1,7,0,0,2,0,3,+9
Shaquille O'Neal,30:19,4,11,.364,0,0,0,1,4,.250,3,9,12,1,0,1,2,5,9,-7
詹姆斯-波西,25:13,2,5,.400,1,4,.250,1,2,.500,0,5,5,0,2,0,3,2,6,0
加里-佩顿,17:51,1,3,.333,0,1,.0,0,0,0,0,1,1,2,0,0,2,3,2,-6
阿隆佐-莫宁,14:03,3,4,.750,0,0,0,2,3,.667,1,5,6,0,0,5,1,4,8,+11
山顿-安德森,2:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9
德里克-安德森,未上场,,,,,,,,,,,,,,,,,,,
迈克尔-多里亚克,未上场,,,,,,,,,,,,,,,,,,,
杰森-卡波诺,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
独行侠全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
德克-诺维茨基,47:02,10,22,.455,1,2,.500,8,8,1.0,3,12,15,2,0,2,1,5,29,-3
杰森-特里,43:00,7,25,.280,2,11,.182,0,0,0,0,1,1,5,2,0,2,1,16,-3
约什-霍华德,30:16,5,16,.313,0,2,.0,4,4,1.0,3,9,12,0,4,1,1,5,14,+10
德文-哈里斯,25:53,2,4,.500,0,0,0,2,3,.667,3,0,3,4,2,0,4,5,6,-3
德萨盖纳-迪奥普,16:05,1,3,.333,0,0,0,0,1,.0,0,4,4,1,0,2,0,3,2,+7
杰里-斯塔克豪斯,29:17,5,13,.385,2,6,.333,0,0,0,1,3,4,3,2,1,3,5,12,-14
埃里克-丹皮尔,24:52,0,1,.0,0,0,0,1,2,.500,3,5,8,0,1,1,2,2,1,-8
马奎斯-丹尼尔斯,18:02,4,6,.667,0,1,.0,4,5,.800,2,0,2,1,0,0,0,2,12,+3
阿德里安-格里芬,4:20,0,2,.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-1
D.J. Mbenga,1:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
达雷尔-阿姆斯特朗,未上场,,,,,,,,,,,,,,,,,,,
基思-范霍恩,未上场,,,,,,,,,,,,,,,,,,,
