比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2006总决赛G4：独行侠74-98热火,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G4,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2006年06月15日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：迈阿密热火/客队：达拉斯独行侠,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dick Bavetta, Mike Callahan, 伯尼尔-弗莱尔",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：韦恩-希米恩,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
独行侠全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
德克-诺维茨基,41:07,2,14,.143,1,5,.200,11,13,.846,1,8,9,1,1,0,4,2,16,-19
约什-霍华德,35:45,1,8,.125,0,4,.0,1,2,.500,1,6,7,2,2,0,1,4,3,-18
杰森-特里,32:52,8,18,.444,1,5,.200,0,1,.0,0,1,1,0,1,0,3,2,17,-28
德文-哈里斯,27:34,4,8,.500,0,0,0,3,3,1.0,0,0,0,2,0,0,3,3,11,-5
德萨盖纳-迪奥普,17:42,1,1,1.0,0,0,0,3,5,.600,1,1,2,0,0,1,0,3,5,-8
杰里-斯塔克豪斯,30:00,6,18,.333,1,5,.200,3,3,1.0,3,1,4,4,1,1,0,1,16,-9
埃里克-丹皮尔,18:25,0,1,.0,0,0,0,0,0,0,1,3,4,1,1,1,1,5,0,-16
阿德里安-格里芬,16:48,3,3,1.0,0,0,0,0,0,0,3,3,6,0,0,0,0,2,6,+6
达雷尔-阿姆斯特朗,6:15,0,2,.0,0,1,.0,0,0,0,0,1,1,0,0,0,0,0,0,-7
马奎斯-丹尼尔斯,4:57,0,2,.0,0,1,.0,0,0,0,0,0,0,0,0,0,1,0,0,-7
基思-范霍恩,4:57,0,3,.0,0,1,.0,0,0,0,0,1,1,0,0,0,0,0,0,-7
约什-鲍威尔,3:38,0,1,.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,-2
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
德维恩-韦德,39:38,13,23,.565,2,5,.400,8,9,.889,0,6,6,3,1,1,4,4,36,+14
安托万-沃克,39:12,5,11,.455,2,6,.333,2,2,1.0,0,3,3,2,2,1,0,2,14,+19
杰森-威廉姆斯,31:18,1,5,.200,1,3,.333,3,5,.600,0,2,2,6,1,0,1,0,6,+10
Shaquille O'Neal,29:59,6,8,.750,0,0,0,5,10,.500,3,10,13,3,0,2,3,4,17,+22
犹多尼斯-哈斯勒姆,17:56,1,2,.500,0,0,0,0,0,0,0,2,2,1,2,0,4,5,2,-1
詹姆斯-波西,26:22,5,9,.556,2,4,.500,3,4,.750,1,9,10,1,1,0,1,3,15,+22
加里-佩顿,19:35,1,2,.500,0,0,0,0,2,.0,0,1,1,1,0,0,2,4,2,+19
山顿-安德森,19:25,1,4,.250,0,1,.0,0,2,.0,1,4,5,2,0,0,2,1,2,+9
阿隆佐-莫宁,13:54,1,2,.500,0,0,0,2,2,1.0,1,5,6,0,0,3,1,3,4,+6
杰森-卡波诺,1:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
迈克尔-多里亚克,1:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
德里克-安德森,未上场,,,,,,,,,,,,,,,,,,,
