比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2006总决赛G5：独行侠100-101热火(1加时),,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G5,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2006年06月18日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：迈阿密热火/客队：达拉斯独行侠,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：乔-克劳福德, Joe DeRosa, Bennett Salvatore",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：约什-鲍威尔,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：韦恩-希米恩,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
独行侠全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
杰森-特里,50:17,13,23,.565,4,9,.444,5,5,1.0,1,4,5,1,1,0,4,2,35,+4
约什-霍华德,50:03,8,17,.471,0,3,.0,9,11,.818,5,5,10,3,0,0,3,4,25,+4
德克-诺维茨基,49:02,8,19,.421,0,4,.0,4,5,.800,2,6,8,3,0,0,2,4,20,-1
德文-哈里斯,33:58,2,12,.167,0,1,.0,2,2,1.0,0,1,1,1,1,0,0,5,6,-3
德萨盖纳-迪奥普,20:47,1,2,.500,0,0,0,0,0,0,1,3,4,0,0,0,0,6,2,+7
埃里克-丹皮尔,19:20,2,2,1.0,0,0,0,1,2,.500,0,8,8,0,0,0,2,5,5,-1
阿德里安-格里芬,15:21,1,2,.500,0,0,0,0,0,0,1,1,2,1,1,0,1,3,2,-16
马奎斯-丹尼尔斯,13:58,2,3,.667,1,1,1.0,0,0,0,0,0,0,4,0,0,1,3,5,+8
D.J. Mbenga,7:44,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,4,0,0
基思-范霍恩,4:31,0,1,.0,0,1,.0,0,0,0,1,0,1,0,0,0,0,2,0,-7
达雷尔-阿姆斯特朗,未上场,,,,,,,,,,,,,,,,,,,
杰里-斯塔克豪斯,Player Suspended,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
德维恩-韦德,50:06,11,28,.393,0,2,.0,21,25,.840,0,4,4,4,3,0,3,1,43,+1
Shaquille O'Neal,47:22,8,12,.667,0,0,0,2,12,.167,2,10,12,1,2,0,3,5,18,-7
犹多尼斯-哈斯勒姆,29:26,1,3,.333,0,0,0,0,0,0,2,2,4,0,0,0,1,6,2,-16
安托万-沃克,26:09,2,7,.286,1,4,.250,1,2,.500,0,2,2,2,0,0,2,4,6,+10
杰森-威廉姆斯,26:01,3,6,.500,3,5,.600,0,1,.0,0,1,1,4,0,0,1,1,9,+1
詹姆斯-波西,44:19,2,6,.333,2,5,.400,4,4,1.0,2,4,6,0,2,0,1,5,10,+4
加里-佩顿,30:09,3,5,.600,1,1,1.0,1,1,1.0,0,2,2,2,0,0,0,4,8,0
山顿-安德森,7:16,1,2,.500,0,0,0,2,2,1.0,1,0,1,1,0,0,0,0,4,+8
阿隆佐-莫宁,4:11,0,0,0,0,0,0,1,2,.500,0,1,1,0,0,0,0,0,1,+4
德里克-安德森,未上场,,,,,,,,,,,,,,,,,,,
迈克尔-多里亚克,未上场,,,,,,,,,,,,,,,,,,,
杰森-卡波诺,未上场,,,,,,,,,,,,,,,,,,,
