比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2006总决赛G3：独行侠96-98热火,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G3,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2006年06月13日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：迈阿密热火/客队：达拉斯独行侠,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dan Crawford, Ken Mauer, Jack Nies",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：韦恩-希米恩,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
独行侠全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
德克-诺维茨基,44:44,9,20,.450,2,7,.286,10,12,.833,0,7,7,1,0,0,3,5,30,+5
约什-霍华德,42:22,8,13,.615,3,3,1.0,2,2,1.0,0,5,5,1,0,1,1,4,21,+4
杰森-特里,35:33,7,14,.500,1,3,.333,1,2,.500,0,1,1,5,2,0,2,2,16,-2
阿德里安-格里芬,14:16,1,3,.333,0,0,0,0,0,0,1,4,5,3,2,0,1,3,2,+6
德萨盖纳-迪奥普,10:54,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,4,0,-1
杰里-斯塔克豪斯,31:26,1,9,.111,0,1,.0,2,2,1.0,0,1,1,1,1,0,2,2,4,-6
埃里克-丹皮尔,29:24,6,7,.857,0,0,0,2,5,.400,5,4,9,0,3,1,1,4,14,+9
德文-哈里斯,18:20,4,7,.571,0,0,0,1,3,.333,0,0,0,4,1,0,2,3,9,-8
基思-范霍恩,8:32,0,2,.0,0,2,.0,0,0,0,0,2,2,0,0,0,2,2,0,-10
马奎斯-丹尼尔斯,4:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-7
达雷尔-阿姆斯特朗,未上场,,,,,,,,,,,,,,,,,,,
约什-鲍威尔,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
热火全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
德维恩-韦德,43:05,14,26,.538,1,2,.500,13,18,.722,2,11,13,2,2,0,1,5,42,+6
Shaquille O'Neal,37:06,6,9,.667,0,0,0,4,6,.667,3,8,11,5,1,2,7,3,16,-5
安托万-沃克,35:23,6,17,.353,0,5,.0,0,2,.0,1,6,7,1,0,0,2,3,12,-14
杰森-威廉姆斯,34:49,5,11,.455,2,5,.400,0,0,0,0,1,1,3,0,0,3,3,12,+5
犹多尼斯-哈斯勒姆,34:13,3,8,.375,0,0,0,2,6,.333,8,3,11,0,3,0,3,4,8,+12
詹姆斯-波西,27:40,1,2,.500,1,2,.500,1,2,.500,0,3,3,0,0,0,1,1,4,+8
加里-佩顿,19:09,1,1,1.0,0,0,0,0,0,0,1,1,2,2,1,0,2,1,2,-6
阿隆佐-莫宁,8:35,1,2,.500,0,0,0,0,0,0,1,0,1,0,2,0,1,3,2,+4
德里克-安德森,未上场,,,,,,,,,,,,,,,,,,,
山顿-安德森,未上场,,,,,,,,,,,,,,,,,,,
迈克尔-多里亚克,未上场,,,,,,,,,,,,,,,,,,,
杰森-卡波诺,未上场,,,,,,,,,,,,,,,,,,,
