比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2000总决赛G5：湖人87-120步行者,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G5,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2000年06月16日 June 16,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：印第安那步行者/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dan Crawford, Jack Nies, Bennett Salvatore",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
Shaquille O'Neal,41:58,17,27,.630,0,0,0,1,6,.167,7,4,11,3,2,2,3,2,35,-24
科比-布莱恩特,36:44,4,20,.200,0,1,.0,0,0,0,1,4,5,3,2,0,0,5,8,-22
格伦-莱斯,29:35,3,8,.375,1,2,.500,4,7,.571,0,0,0,2,1,0,1,2,11,-22
罗恩-哈珀,25:15,3,8,.375,2,4,.500,0,0,0,2,3,5,5,1,0,2,2,8,-13
A.C. Green,15:58,3,4,.750,0,0,0,1,1,1.0,1,1,2,0,0,0,0,2,7,-7
罗伯特-霍里,29:20,3,8,.375,1,6,.167,0,0,0,0,4,4,2,0,0,1,5,7,-25
德里克-费舍尔,21:38,0,6,.0,0,3,.0,2,2,1.0,1,1,2,1,2,0,1,3,2,-24
里克-福克斯,14:37,0,1,.0,0,1,.0,1,1,1.0,0,0,0,0,1,0,0,2,1,-14
布莱恩-肖,12:23,0,4,.0,0,1,.0,0,0,0,0,1,1,2,0,0,2,4,0,-7
泰瑞斯-奈特,5:26,1,1,1.0,0,0,0,1,2,.500,0,0,0,0,0,0,1,2,3,+1
约翰-萨利,4:24,2,2,1.0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,4,-7
德文-乔治,2:42,0,1,.0,0,1,.0,1,2,.500,0,1,1,0,0,0,1,2,1,-1
