比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2000总决赛G1：步行者87-104湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G1,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2000年06月7日 June 7,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：印第安那步行者,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dan Crawford, Terry Durham, Jack Nies",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
步行者全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
雷吉-米勒,40:36,1,16,.063,0,3,.0,5,5,1.0,0,2,2,4,1,0,0,1,7,-9
杰伦-罗斯,36:11,5,12,.417,2,3,.667,0,0,0,0,2,2,2,0,0,3,4,12,-19
马克-杰克逊,28:32,6,8,.750,2,3,.667,4,5,.800,1,4,5,7,0,0,0,3,18,-11
戴尔-戴维斯,27:39,4,5,.800,0,0,0,1,2,.500,3,5,8,0,1,1,0,3,9,-12
里克-施密茨,20:05,5,12,.417,0,0,0,2,2,1.0,0,5,5,0,1,2,4,6,12,-11
奥斯汀-克罗希尔,25:49,6,7,.857,0,1,.0,4,7,.571,1,5,6,0,0,1,3,3,16,-11
萨姆-帕金斯,21:09,1,5,.200,1,3,.333,2,2,1.0,0,2,2,0,1,0,1,3,5,0
特拉维斯-贝斯特,19:28,2,7,.286,0,0,0,0,0,0,1,1,2,2,2,1,1,0,4,-6
德里克-麦基,12:05,0,1,.0,0,1,.0,0,0,0,0,4,4,0,0,0,1,0,0,-3
克里斯-穆林,4:03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-5
扎恩-塔巴克,2:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
乔纳森-本德,1:47,2,3,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,+2
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
Shaquille O'Neal,43:55,21,31,.677,0,0,0,1,6,.167,6,13,19,4,0,3,2,2,43,+18
科比-布莱恩特,38:24,6,13,.462,0,2,.0,2,2,1.0,0,3,3,5,1,2,2,4,14,+15
格伦-莱斯,27:16,1,8,.125,0,2,.0,1,2,.500,1,2,3,1,2,0,2,2,3,+1
A.C. Green,21:48,2,6,.333,0,0,0,0,0,0,1,4,5,1,0,0,0,1,4,+4
罗恩-哈珀,20:36,4,6,.667,1,2,.500,3,5,.600,1,0,1,5,0,0,1,2,12,+9
里克-福克斯,23:41,3,4,.750,1,1,1.0,4,4,1.0,0,4,4,2,1,0,1,1,11,+9
罗伯特-霍里,23:15,3,5,.600,0,0,0,0,0,0,1,3,4,2,3,1,1,4,6,+20
德里克-费舍尔,19:16,2,4,.500,1,1,1.0,0,0,0,1,1,2,2,2,0,1,2,5,+6
布莱恩-肖,17:44,2,9,.222,0,4,.0,0,0,0,1,4,5,3,0,0,1,0,4,+4
约翰-萨利,2:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+2
泰瑞斯-奈特,1:32,1,2,.500,0,0,0,0,0,0,2,0,2,0,0,0,0,1,2,-3
德文-乔治,未上场,,,,,,,,,,,,,,,,,,,
