比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2000总决赛G3：湖人91-100步行者,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G3,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2000年06月11日 June 11,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：印第安那步行者/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Hugh Evans, 伯尼尔-弗莱尔, Ron Garretson",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
Shaquille O'Neal,47:56,15,24,.625,0,0,0,3,13,.231,4,9,13,1,2,2,3,3,33,-9
罗恩-哈珀,38:18,6,14,.429,2,3,.667,0,0,0,1,4,5,2,5,1,5,2,14,-8
布莱恩-肖,30:36,3,10,.300,0,3,.0,0,0,0,0,5,5,1,1,0,2,4,6,-15
格伦-莱斯,26:40,3,9,.333,1,3,.333,0,0,0,0,1,1,1,1,1,2,0,7,-10
A.C. Green,13:44,1,2,.500,0,0,0,2,2,1.0,0,1,1,1,0,0,0,3,4,-8
罗伯特-霍里,32:54,5,8,.625,0,2,.0,0,0,0,3,4,7,6,0,0,3,4,10,+2
德里克-费舍尔,27:06,3,5,.600,2,3,.667,2,2,1.0,0,1,1,10,0,0,0,4,10,+5
里克-福克斯,21:20,2,4,.500,2,3,.667,1,2,.500,0,0,0,1,0,0,1,5,7,+1
泰瑞斯-奈特,1:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-3
科比-布莱恩特,未上场,,,,,,,,,,,,,,,,,,,
德文-乔治,未上场,,,,,,,,,,,,,,,,,,,
约翰-萨利,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
步行者全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
雷吉-米勒,45:54,11,22,.500,2,7,.286,9,9,1.0,0,2,2,2,1,0,3,0,33,+11
杰伦-罗斯,45:11,9,18,.500,0,4,.0,3,3,1.0,0,6,6,2,1,0,2,2,21,+9
戴尔-戴维斯,27:57,1,5,.200,0,0,0,0,0,0,4,8,12,1,0,0,0,6,2,+9
马克-杰克逊,27:12,2,5,.400,1,1,1.0,1,2,.500,0,2,2,6,2,0,3,1,6,+11
里克-施密茨,18:53,3,11,.273,0,0,0,0,0,0,3,3,6,0,1,2,1,4,6,+11
奥斯汀-克罗希尔,26:53,4,6,.667,1,1,1.0,3,4,.750,0,3,3,0,0,1,0,1,12,-1
萨姆-帕金斯,22:17,1,4,.250,1,3,.333,0,0,0,0,4,4,1,1,0,1,2,3,-1
特拉维斯-贝斯特,20:37,5,7,.714,2,2,1.0,2,2,1.0,1,0,1,2,2,0,1,2,14,-4
德里克-麦基,5:06,0,0,0,0,0,0,3,4,.750,1,2,3,0,0,0,1,1,3,0
乔纳森-本德,未上场,,,,,,,,,,,,,,,,,,,
克里斯-穆林,未上场,,,,,,,,,,,,,,,,,,,
扎恩-塔巴克,未上场,,,,,,,,,,,,,,,,,,,
