比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2000总决赛G2：步行者104-111湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G2,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2000年06月9日 June 9,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：印第安那步行者,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：乔-克劳福德, Eddie F. Rush, Bennett Salvatore",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
步行者全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
杰伦-罗斯,48:00,10,23,.435,0,1,.0,10,14,.714,1,8,9,1,1,1,2,3,30,-7
雷吉-米勒,36:02,7,16,.438,1,5,.200,6,6,1.0,0,2,2,4,0,0,0,4,21,-2
戴尔-戴维斯,34:27,4,9,.444,0,0,0,1,1,1.0,4,6,10,1,0,2,0,6,9,-2
马克-杰克逊,28:59,2,9,.222,2,7,.286,1,2,.500,0,9,9,8,2,0,1,4,7,-2
里克-施密茨,15:37,2,6,.333,0,0,0,0,0,0,1,1,2,2,0,0,0,5,4,+6
奥斯汀-克罗希尔,25:14,6,15,.400,0,2,.0,12,12,1.0,4,2,6,1,1,2,0,4,24,-6
萨姆-帕金斯,24:27,2,5,.400,2,4,.500,0,0,0,0,3,3,1,1,0,0,6,6,-11
特拉维斯-贝斯特,19:01,0,3,.0,0,1,.0,2,2,1.0,0,1,1,0,0,0,0,1,2,-5
德里克-麦基,5:30,0,1,.0,0,0,0,1,2,.500,2,1,3,1,0,0,1,2,1,-3
扎恩-塔巴克,2:43,0,1,.0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,-3
乔纳森-本德,未上场,,,,,,,,,,,,,,,,,,,
克里斯-穆林,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
Shaquille O'Neal,45:28,11,18,.611,0,0,0,18,39,.462,5,19,24,4,0,3,2,5,40,+14
罗恩-哈珀,37:16,8,12,.667,1,2,.500,4,5,.800,0,3,3,6,0,0,3,4,21,+11
格伦-莱斯,34:47,7,15,.467,5,6,.833,2,2,1.0,0,4,4,3,0,0,1,4,21,+3
A.C. Green,15:19,2,4,.500,0,0,0,0,0,0,3,1,4,1,0,0,1,1,4,-4
科比-布莱恩特,8:55,1,3,.333,0,1,.0,0,0,0,0,1,1,4,0,1,0,1,2,+3
罗伯特-霍里,32:41,2,6,.333,0,2,.0,3,4,.750,1,5,6,1,0,4,1,5,7,+11
布莱恩-肖,31:40,1,9,.111,0,3,.0,2,2,1.0,1,2,3,7,1,0,0,1,4,+4
德里克-费舍尔,16:04,2,4,.500,1,1,1.0,1,2,.500,0,0,0,3,0,0,0,1,6,-2
里克-福克斯,15:18,2,3,.667,0,0,0,2,3,.667,1,1,2,0,1,0,1,4,6,+2
约翰-萨利,1:22,0,1,.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-4
泰瑞斯-奈特,1:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
德文-乔治,未上场,,,,,,,,,,,,,,,,,,,
