比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2000总决赛G4：湖人120-118步行者(1加时),,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G4,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2000年06月14日 June 14,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：印第安那步行者/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dick Bavetta, Steve Javie, Ronnie Nunn",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
Shaquille O'Neal,47:22,13,25,.520,0,0,0,10,17,.588,7,14,21,1,2,2,3,6,36,+3
科比-布莱恩特,46:49,14,27,.519,0,0,0,0,0,0,2,2,4,5,1,2,3,4,28,+2
格伦-莱斯,39:11,3,8,.375,2,3,.667,3,3,1.0,0,1,1,1,0,0,3,3,11,+4
罗恩-哈珀,26:24,2,6,.333,0,2,.0,0,0,0,0,3,3,2,0,0,0,2,4,-1
A.C. Green,15:54,2,2,1.0,0,0,0,1,2,.500,1,2,3,0,0,0,0,3,5,-6
罗伯特-霍里,37:06,6,10,.600,0,2,.0,5,7,.714,2,4,6,2,2,0,1,4,17,+8
德里克-费舍尔,20:15,3,6,.500,1,2,.500,0,0,0,0,0,0,4,1,0,1,2,7,+3
里克-福克斯,15:01,3,5,.600,1,2,.500,1,1,1.0,1,2,3,2,0,0,1,5,8,0
布莱恩-肖,12:32,2,4,.500,0,1,.0,0,0,0,1,0,1,3,0,0,0,0,4,0
约翰-萨利,4:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-3
德文-乔治,未上场,,,,,,,,,,,,,,,,,,,
泰瑞斯-奈特,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
步行者全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
雷吉-米勒,50:00,9,19,.474,6,9,.667,11,12,.917,0,5,5,3,1,1,1,1,35,-2
杰伦-罗斯,44:21,5,16,.313,0,0,0,4,4,1.0,0,3,3,5,1,0,3,3,14,+1
马克-杰克逊,32:11,2,8,.250,1,3,.333,2,2,1.0,0,2,2,7,0,0,1,2,7,+4
戴尔-戴维斯,28:33,2,4,.500,0,0,0,0,2,.0,2,6,8,0,1,0,0,6,4,-4
里克-施密茨,21:53,11,14,.786,0,0,0,2,2,1.0,1,2,3,0,1,2,2,4,24,-1
德里克-麦基,22:44,2,2,1.0,0,0,0,0,0,0,3,2,5,0,1,0,1,2,4,-2
萨姆-帕金斯,22:27,3,6,.500,3,5,.600,1,2,.500,0,4,4,2,0,0,1,5,10,0
特拉维斯-贝斯特,20:49,5,9,.556,0,1,.0,0,0,0,2,0,2,4,0,0,2,2,10,-6
奥斯汀-克罗希尔,19:06,3,6,.500,0,1,.0,4,4,1.0,1,6,7,1,0,0,1,3,10,+1
克里斯-穆林,2:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
乔纳森-本德,未上场,,,,,,,,,,,,,,,,,,,
扎恩-塔巴克,未上场,,,,,,,,,,,,,,,,,,,
