比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2010总决赛G4：湖人89-96凯尔特人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G4,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2010年06月10日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：波士顿凯尔特人/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Scott Foster, Eddie F. Rush, Greg Willard",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：亚当-莫里森,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：Tony Gaffney,奥利弗-拉法耶蒂,布莱恩-斯卡拉布莱恩",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
保罗-加索尔,44:10,6,13,.462,0,1,.0,9,10,.900,1,5,6,3,0,2,4,4,21,-9
科比-布莱恩特,43:04,10,22,.455,6,11,.545,7,8,.875,0,6,6,2,2,0,7,5,33,-8
梅塔-沃尔德皮斯,41:54,4,10,.400,0,1,.0,1,1,1.0,4,3,7,3,0,1,0,2,9,+1
德里克-费舍尔,30:31,3,6,.500,0,2,.0,0,1,.0,0,1,1,2,1,0,1,4,6,+4
安德鲁-拜纳姆,12:10,1,2,.500,0,0,0,0,0,0,0,3,3,0,0,0,1,1,2,+1
拉马尔-奥多姆,39:05,5,10,.500,0,1,.0,0,1,.0,1,6,7,1,1,0,1,5,10,-5
香农-布朗,11:19,2,5,.400,0,1,.0,1,1,1.0,0,0,0,0,0,0,0,1,5,-9
乔丹-法马尔,10:47,1,2,.500,1,2,.500,0,0,0,0,2,2,1,2,0,1,1,3,-4
萨沙-武贾西奇,7:00,0,1,.0,0,1,.0,0,0,0,2,0,2,1,0,0,0,0,0,-6
D.J. Mbenga,未上场,,,,,,,,,,,,,,,,,,,
约什-鲍威尔,未上场,,,,,,,,,,,,,,,,,,,
卢克-沃顿,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
凯尔特人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
雷-阿伦,41:28,4,11,.364,0,4,.0,4,4,1.0,0,5,5,1,1,0,0,3,12,+9
保罗-皮尔斯,36:16,7,12,.583,0,1,.0,5,7,.714,1,5,6,5,1,0,5,3,19,0
拉简-隆多,31:27,5,15,.333,0,1,.0,0,2,.0,2,3,5,3,3,0,1,0,10,+1
凯文-加内特,26:30,5,13,.385,0,0,0,3,3,1.0,3,3,6,3,2,1,2,3,13,+1
肯德里克-帕金斯,24:41,3,5,.600,0,0,0,0,0,0,3,4,7,0,0,0,0,2,6,0
格伦-戴维斯,22:29,7,10,.700,0,0,0,4,4,1.0,4,1,5,0,2,0,0,0,18,+5
拉希德-华莱士,21:45,1,5,.200,1,1,1.0,0,0,0,0,2,2,0,1,0,1,5,3,+7
托尼-阿伦,18:27,1,4,.250,0,1,.0,1,1,1.0,2,1,3,1,1,1,2,3,3,+4
内特-罗宾逊,16:50,4,8,.500,2,4,.500,2,2,1.0,1,1,2,2,1,0,1,2,12,+8
马奎斯-丹尼尔斯,0:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
迈克尔-芬利,未上场,,,,,,,,,,,,,,,,,,,
谢尔登-威廉姆斯,未上场,,,,,,,,,,,,,,,,,,,
