比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2010总决赛G7：凯尔特人79-83湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G7,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2010年06月17日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：波士顿凯尔特人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dan Crawford, 乔-克劳福德, Scott Foster",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：Tony Gaffney,奥利弗-拉法耶蒂,肯德里克-帕金斯",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：亚当-莫里森,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
凯尔特人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
保罗-皮尔斯,45:35,5,15,.333,2,3,.667,6,6,1.0,1,9,10,2,1,1,3,4,18,+1
雷-阿伦,45:16,3,14,.214,2,7,.286,5,6,.833,0,2,2,2,3,0,4,3,13,0
拉简-隆多,44:53,6,13,.462,1,2,.500,1,2,.500,4,4,8,10,1,0,3,2,14,-3
凯文-加内特,38:07,8,13,.615,0,0,0,1,1,1.0,0,3,3,2,0,4,2,5,17,-4
拉希德-华莱士,35:36,5,11,.455,1,4,.250,0,0,0,2,6,8,2,0,2,0,6,11,-4
格伦-戴维斯,20:50,2,4,.500,0,0,0,2,2,1.0,1,8,9,0,1,0,2,4,6,-1
托尼-阿伦,5:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9
内特-罗宾逊,3:33,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
布莱恩-斯卡拉布莱恩,0:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
马奎斯-丹尼尔斯,未上场,,,,,,,,,,,,,,,,,,,
迈克尔-芬利,未上场,,,,,,,,,,,,,,,,,,,
谢尔登-威廉姆斯,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
梅塔-沃尔德皮斯,46:01,7,18,.389,2,7,.286,4,5,.800,3,2,5,1,5,0,4,3,20,-1
科比-布莱恩特,44:51,6,24,.250,0,6,.0,11,15,.733,4,11,15,2,1,0,4,4,23,0
保罗-加索尔,42:12,6,16,.375,0,0,0,7,13,.538,9,9,18,4,0,2,1,2,19,+7
德里克-费舍尔,30:27,4,6,.667,2,2,1.0,0,0,0,0,1,1,2,1,0,0,3,10,-5
安德鲁-拜纳姆,18:33,1,5,.200,0,0,0,0,0,0,4,2,6,0,0,0,0,2,2,-12
拉马尔-奥多姆,34:32,3,8,.375,0,3,.0,1,2,.500,3,4,7,2,0,1,1,0,7,+13
乔丹-法马尔,12:44,0,3,.0,0,1,.0,0,0,0,0,0,0,0,0,0,1,2,0,+10
香农-布朗,5:25,0,1,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
萨沙-武贾西奇,4:41,0,2,.0,0,1,.0,2,2,1.0,0,1,1,0,0,0,0,2,2,+9
约什-鲍威尔,0:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Mbenga,未上场,,,,,,,,,,,,,,,,,,,
卢克-沃顿,未上场,,,,,,,,,,,,,,,,,,,
