比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2010总决赛G3：湖人91-84凯尔特人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G3,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2010年06月8日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：波士顿凯尔特人/客队：洛杉矶湖人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dan Crawford, Bill Kennedy, Bennett Salvatore",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,客队未出场球员：亚当-莫里森,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：Tony Gaffney,奥利弗-拉法耶蒂,布莱恩-斯卡拉布莱恩",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
科比-布莱恩特,43:52,10,29,.345,1,7,.143,8,8,1.0,2,5,7,4,2,3,1,2,29,+10
德里克-费舍尔,40:48,6,12,.500,0,3,.0,4,4,1.0,0,3,3,1,0,0,2,5,16,+8
保罗-加索尔,38:58,5,11,.455,0,0,0,3,6,.500,2,8,10,4,0,2,1,2,13,0
安德鲁-拜纳姆,29:11,3,9,.333,0,0,0,3,3,1.0,5,5,10,0,0,1,1,2,9,0
梅塔-沃尔德皮斯,23:21,1,4,.250,0,2,.0,0,0,0,1,2,3,1,0,1,1,2,2,-12
拉马尔-奥多姆,27:51,5,5,1.0,1,1,1.0,1,1,1.0,1,4,5,1,0,0,1,4,12,+14
香农-布朗,15:31,2,3,.667,0,1,.0,0,0,0,0,1,1,0,0,0,0,1,4,+1
卢克-沃顿,13:07,1,1,1.0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,2,+13
乔丹-法马尔,7:02,1,2,.500,0,1,.0,0,0,0,0,2,2,1,0,0,1,0,2,-1
萨沙-武贾西奇,0:19,0,0,0,0,0,0,2,2,1.0,0,0,0,0,0,0,0,0,2,+2
D.J. Mbenga,未上场,,,,,,,,,,,,,,,,,,,
约什-鲍威尔,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
凯尔特人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
拉简-隆多,42:28,5,10,.500,0,1,.0,1,4,.250,0,3,3,8,2,0,0,4,11,+2
雷-阿伦,42:09,0,13,.0,0,8,.0,2,2,1.0,1,3,4,2,0,0,2,2,2,-10
保罗-皮尔斯,33:57,5,12,.417,3,4,.750,2,3,.667,0,2,2,2,0,0,0,5,15,+1
凯文-加内特,31:45,11,16,.688,0,0,0,3,4,.750,2,4,6,3,0,1,3,5,25,0
肯德里克-帕金斯,21:42,1,4,.250,0,0,0,3,4,.750,5,6,11,1,0,0,2,2,5,+7
格伦-戴维斯,23:42,4,5,.800,0,0,0,4,5,.800,0,3,3,0,0,0,3,3,12,-11
托尼-阿伦,19:54,3,4,.750,0,0,0,1,2,.500,0,2,2,1,0,0,0,1,7,-5
拉希德-华莱士,18:40,1,5,.200,0,3,.0,0,0,0,0,4,4,3,2,1,0,4,2,-10
内特-罗宾逊,5:43,2,4,.500,1,2,.500,0,0,0,0,0,0,0,0,0,0,1,5,-9
马奎斯-丹尼尔斯,未上场,,,,,,,,,,,,,,,,,,,
迈克尔-芬利,未上场,,,,,,,,,,,,,,,,,,,
谢尔登-威廉姆斯,未上场,,,,,,,,,,,,,,,,,,,
