比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2010总决赛G1：凯尔特人89-102湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G1,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2010年06月3日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：波士顿凯尔特人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：乔-克劳福德, Joe DeRosa, Derrick Stafford",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：马奎斯-丹尼尔斯,Tony Gaffney,奥利弗-拉法耶蒂",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：亚当-莫里森,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
凯尔特人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
保罗-皮尔斯,45:39,6,13,.462,0,4,.0,12,13,.923,0,9,9,4,0,2,3,5,24,-13
拉简-隆多,39:31,6,14,.429,0,0,0,1,4,.250,4,2,6,8,0,0,2,2,13,-17
凯文-加内特,34:47,7,16,.438,0,0,0,2,2,1.0,2,2,4,1,2,1,1,3,16,-14
雷-阿伦,27:20,3,8,.375,0,2,.0,6,6,1.0,0,0,0,0,0,0,2,5,12,-5
肯德里克-帕金斯,24:25,2,2,1.0,0,0,0,4,5,.800,1,2,3,1,1,0,1,3,8,-14
格伦-戴维斯,18:36,1,3,.333,0,0,0,1,2,.500,1,2,3,1,1,0,1,1,3,-1
拉希德-华莱士,18:12,3,4,.750,1,2,.500,2,2,1.0,0,4,4,0,0,1,1,3,9,+3
托尼-阿伦,16:33,1,4,.250,0,0,0,2,2,1.0,0,0,0,0,1,1,2,4,4,-11
内特-罗宾逊,13:01,0,3,.0,0,2,.0,0,0,0,0,2,2,4,0,0,0,2,0,+10
迈克尔-芬利,1:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
布莱恩-斯卡拉布莱恩,未上场,,,,,,,,,,,,,,,,,,,
谢尔登-威廉姆斯,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
保罗-加索尔,46:34,8,14,.571,0,0,0,7,10,.700,8,6,14,3,1,3,3,4,23,+13
科比-布莱恩特,38:45,10,22,.455,1,2,.500,9,10,.900,1,6,7,6,1,1,4,4,30,+8
梅塔-沃尔德皮斯,32:53,5,10,.500,3,5,.600,2,2,1.0,1,3,4,1,2,1,0,4,15,+26
安德鲁-拜纳姆,28:09,4,6,.667,0,0,0,2,4,.500,0,6,6,0,0,0,1,3,10,+11
德里克-费舍尔,28:08,3,8,.375,0,0,0,3,3,1.0,0,3,3,3,1,0,0,3,9,+18
拉马尔-奥多姆,21:17,2,6,.333,0,2,.0,1,2,.500,1,3,4,1,0,1,2,5,5,+2
香农-布朗,17:27,3,5,.600,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,-2
乔丹-法马尔,13:18,2,4,.500,0,0,0,0,0,0,1,1,2,1,1,0,1,1,4,-7
萨沙-武贾西奇,8:16,0,1,.0,0,1,.0,0,0,0,0,1,1,2,0,0,0,1,0,-5
卢克-沃顿,5:13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,+1
D.J. Mbenga,未上场,,,,,,,,,,,,,,,,,,,
约什-鲍威尔,未上场,,,,,,,,,,,,,,,,,,,
