比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2010总决赛G2：凯尔特人103-94湖人,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G2,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2010年06月6日 8:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：洛杉矶湖人/客队：波士顿凯尔特人,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Mike Callahan, Ken Mauer, Monty McCutchen",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：Tony Gaffney,奥利弗-拉法耶蒂,布莱恩-斯卡拉布莱恩",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,主队未出场球员：亚当-莫里森,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
凯尔特人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
雷-阿伦,43:30,11,20,.550,8,11,.727,2,2,1.0,1,2,3,2,0,0,2,3,32,+12
拉简-隆多,41:58,8,18,.444,1,1,1.0,2,5,.400,4,8,12,10,2,1,3,2,19,+12
保罗-皮尔斯,40:01,2,11,.182,0,0,0,6,6,1.0,1,3,4,4,1,1,2,3,10,+3
肯德里克-帕金斯,31:47,4,7,.571,0,0,0,4,6,.667,1,5,6,3,0,0,2,4,12,+3
凯文-加内特,23:43,2,5,.400,0,0,0,2,2,1.0,0,4,4,6,0,0,0,5,6,+1
格伦-戴维斯,18:10,4,13,.308,0,0,0,0,1,.0,5,2,7,1,1,1,1,4,8,+3
拉希德-华莱士,18:07,3,5,.600,1,3,.333,0,0,0,1,6,7,1,0,0,1,4,7,+15
托尼-阿伦,12:29,0,2,.0,0,0,0,2,2,1.0,0,0,0,1,2,0,0,2,2,+3
内特-罗宾逊,6:02,2,2,1.0,1,1,1.0,2,2,1.0,0,0,0,0,0,0,0,0,7,-3
谢尔登-威廉姆斯,4:13,0,1,.0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,-4
马奎斯-丹尼尔斯,未上场,,,,,,,,,,,,,,,,,,,
迈克尔-芬利,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
湖人全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
保罗-加索尔,41:58,7,10,.700,0,1,.0,11,13,.846,3,5,8,3,1,6,1,3,25,-12
梅塔-沃尔德皮斯,40:31,1,10,.100,1,6,.167,3,8,.375,2,3,5,1,2,0,3,6,6,0
安德鲁-拜纳姆,39:00,6,10,.600,0,0,0,9,12,.750,3,3,6,0,0,7,2,5,21,+1
德里克-费舍尔,34:40,2,8,.250,0,2,.0,2,2,1.0,1,6,7,4,0,0,1,3,6,+4
科比-布莱恩特,34:18,8,20,.400,2,7,.286,3,3,1.0,0,5,5,6,4,0,5,5,21,-9
香农-布朗,15:04,0,2,.0,0,0,0,2,2,1.0,0,2,2,1,0,1,0,1,2,-3
拉马尔-奥多姆,14:38,1,3,.333,0,1,.0,1,1,1.0,0,5,5,1,0,0,1,5,3,-10
乔丹-法马尔,12:52,3,7,.429,1,4,.250,0,0,0,0,0,0,1,1,0,2,1,7,-9
萨沙-武贾西奇,6:59,1,1,1.0,1,1,1.0,0,0,0,1,0,1,1,0,0,0,0,3,-7
D.J. Mbenga,未上场,,,,,,,,,,,,,,,,,,,
约什-鲍威尔,未上场,,,,,,,,,,,,,,,,,,,
卢克-沃顿,未上场,,,,,,,,,,,,,,,,,,,
