比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,2007总决赛G3：马刺75-72骑士,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G3,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：2007年06月12日 9:00,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：克里夫兰骑士/客队：圣安东尼奥马刺,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Dan Crawford, Bob Delaney, 伯尼尔-弗莱尔",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,"客队未出场球员：杰齐-巴特勒,梅尔文-依莱,詹姆斯-怀特",,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,"主队未出场球员：拉里-休斯,德韦恩-琼斯,伊拉-纽贝尔",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
马刺全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
布鲁斯-鲍文,43:39,4,6,.667,4,5,.800,1,4,.250,0,9,9,1,1,0,1,1,13,-3
托尼-帕克,38:57,7,17,.412,1,3,.333,2,4,.500,1,4,5,3,0,0,3,0,17,+1
蒂姆-邓肯,33:54,6,17,.353,0,0,0,2,2,1.0,2,7,9,3,1,2,2,4,14,0
迈克尔-芬利,23:57,3,7,.429,1,3,.333,0,0,0,0,2,2,1,4,0,1,1,7,-8
法布里希奥-奥博托,20:32,3,7,.429,0,0,0,0,0,0,1,3,4,0,0,0,2,3,6,+5
马努-吉诺比利,27:11,0,7,.0,0,3,.0,3,4,.750,0,4,4,5,0,0,3,2,3,+7
罗伯特-霍里,19:40,1,1,1.0,1,1,1.0,0,0,0,1,4,5,2,0,0,0,1,3,+3
布伦特-巴里,17:27,3,5,.600,3,4,.750,0,0,0,1,1,2,0,1,0,1,1,9,+13
雅克-沃恩,8:58,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,+2
弗朗西斯科-埃尔森,5:45,0,0,0,0,0,0,1,2,.500,1,0,1,0,0,0,1,1,1,-5
马特-邦纳,未上场,,,,,,,,,,,,,,,,,,,
本诺-尤德里,未上场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
骑士全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
勒布朗-詹姆斯,41:59,9,23,.391,0,5,.0,7,8,.875,0,8,8,7,2,1,5,3,25,+4
萨沙-帕夫洛维奇,41:44,5,15,.333,2,6,.333,1,2,.500,0,0,0,3,0,0,1,3,13,-1
丹尼尔-吉布森,36:07,1,10,.100,0,5,.0,0,0,0,0,3,3,1,1,0,0,0,2,-11
德鲁-古登,32:41,5,11,.455,0,0,0,3,4,.750,4,8,12,1,0,1,2,6,13,0
扎诸纳斯-伊尔戈斯卡斯,32:12,6,13,.462,0,0,0,0,1,.0,10,8,18,0,1,1,3,2,12,-4
达蒙-琼斯,17:51,1,2,.500,1,2,.500,0,0,0,0,1,1,2,0,0,0,1,3,-5
埃里克-斯诺,16:38,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,+1
安德森-瓦莱乔,14:38,2,4,.500,0,0,0,0,0,0,1,3,4,0,2,2,1,1,4,+3
唐耶尔-马绍尔,6:11,0,1,.0,0,1,.0,0,0,0,0,1,1,0,0,0,0,1,0,-2
香农-布朗,未上场,,,,,,,,,,,,,,,,,,,
斯科特-波拉德,未上场,,,,,,,,,,,,,,,,,,,
大卫-韦斯利,未上场,,,,,,,,,,,,,,,,,,,
